movieId,covariance,target_item
220,-0.02727269,100157
222,0.10284487,100157
223,-0.16738954,100157
224,0.012314008,100157
230,-0.13136865,100157
231,-0.14020911,100157
232,0.0009891549,100157
233,-0.24731252,100157
235,0.21162301,100157
236,0.04103334,100157
237,0.061792802,100157
239,-0.34550047,100157
242,0.24741852,100157
246,-0.12064377,100157
247,0.0990841,100157
252,0.25618616,100157
253,0.008886416,100157
256,0.270228,100157
258,0.078492574,100157
260,-0.23510137,100157
261,-0.18587828,100157
265,-0.854542,100157
266,-0.13992807,100157
269,0.3773612,100157
272,-0.27078497,100157
280,0.06095439,100157
281,0.07322723,100157
282,1.1051992,100157
288,-0.20887928,100157
289,0.13461167,100157
290,-0.11006657,100157
292,0.2219667,100157
293,-0.015390351,100157
296,-0.40582812,100157
299,0.006357342,100157
300,-0.18982022,100157
306,0.16376701,100157
307,0.13699566,100157
308,0.11479148,100157
314,-0.41483128,100157
316,0.11400628,100157
317,0.04161203,100157
318,-0.08694709,100157
319,0.079019636,100157
324,-0.08706467,100157
326,-0.018004531,100157
327,-0.102215976,100157
328,0.042519353,100157
329,0.092489675,100157
334,0.08869214,100157
337,0.12096095,100157
338,-0.00014629576,100157
339,-0.02086687,100157
341,-0.24305567,100157
342,0.17139651,100157
344,-0.09771278,100157
345,0.277662,100157
348,-0.26145777,100157
350,-0.04831332,100157
351,0.1545012,100157
352,-0.18768103,100157
353,0.014266234,100157
355,0.26204145,100157
356,-0.20949316,100157
357,-0.12802371,100157
358,0.06929163,100157
360,0.28140056,100157
361,0.1470949,100157
362,-0.08825974,100157
363,-0.7177295,100157
364,-0.24049771,100157
365,0.04916282,100157
366,0.33506668,100157
367,0.02945066,100157
368,0.25298247,100157
370,0.48022577,100157
372,0.1106534,100157
374,0.11799258,100157
376,0.2707535,100157
377,-0.09656138,100157
379,0.17253715,100157
380,-0.028023649,100157
390,0.1196082,100157
396,0.0,100157
407,0.1900001,100157
410,-0.1933441,100157
417,-0.011705215,100157
419,-0.10954555,100157
420,0.4860737,100157
428,-0.050117422,100157
431,0.19307196,100157
432,0.16989547,100157
434,0.15481591,100157
435,-0.051494014,100157
440,0.1921338,100157
441,-0.044864155,100157
442,0.0012115855,100157
444,0.1283039,100157
446,0.10938607,100157
452,0.15561548,100157
454,0.0010250944,100157
455,0.1731797,100157
457,0.0898803,100157
461,0.103736445,100157
465,0.07434299,100157
466,-0.023749065,100157
471,-0.50870717,100157
474,-1.0125729,100157
477,0.10015689,100157
480,-0.21034057,100157
482,0.119916886,100157
483,0.08068327,100157
485,0.08652698,100157
486,0.46673107,100157
488,-0.025584754,100157
489,0.21350951,100157
492,-0.110094935,100157
493,-0.107348785,100157
494,0.10040101,100157
495,-0.013825093,100157
496,-0.2089723,100157
500,-0.2179455,100157
501,0.23092009,100157
502,0.35667962,100157
506,0.07713524,100157
508,0.010277898,100157
509,0.24270898,100157
512,-0.022531606,100157
515,-0.026381204,100157
516,0.20262972,100157
518,0.17903262,100157
519,0.33247307,100157
520,0.011158052,100157
523,0.6138109,100157
524,0.14948297,100157
527,-0.3115984,100157
529,0.028398512,100157
531,0.2135378,100157
532,-0.056508757,100157
534,-0.0874239,100157
535,-0.06175277,100157
538,-0.15787762,100157
539,-0.017981559,100157
540,-0.15928255,100157
541,0.6788535,100157
542,0.107343554,100157
543,0.16969916,100157
546,0.30010894,100157
549,-0.2826629,100157
550,-0.018216565,100157
551,0.17693435,100157
553,0.067222364,100157
555,-0.053231698,100157
556,-0.105733335,100157
558,0.27497682,100157
562,0.13178687,100157
563,0.3492529,100157
565,0.5004246,100157
566,-0.17629637,100157
567,0.09452154,100157
569,-0.09855884,100157
570,0.13131309,100157
571,0.03215656,100157
574,0.1384693,100157
575,0.5538689,100157
581,0.0021832795,100157
585,0.036535677,100157
586,-0.17179723,100157
587,-0.18201044,100157
588,-0.17013136,100157
589,0.06651344,100157
590,-0.32413366,100157
592,-0.16028903,100157
593,-0.13955197,100157
594,-0.063504584,100157
595,0.025647312,100157
596,0.11808601,100157
597,-0.11895345,100157
599,-0.29271698,100157
605,0.039147288,100157
608,-0.34113625,100157
610,-0.30660734,100157
615,0.0319205,100157
616,-0.058992594,100157
628,0.21070214,100157
632,0.116146825,100157
633,-0.08300266,100157
636,-0.16666658,100157
637,0.14700982,100157
647,0.15261406,100157
648,-0.0863553,100157
653,0.3449576,100157
661,-0.074611805,100157
663,-0.08031934,100157
665,-0.283827,100157
668,-0.1422106,100157
670,0.04170297,100157
673,-0.047426987,100157
674,-0.33935222,100157
680,0.016044902,100157
681,0.022455115,100157
690,0.08807583,100157
696,-0.09021842,100157
700,-0.18708163,100157
702,0.07075466,100157
708,-0.080153845,100157
709,0.079311565,100157
714,0.16005608,100157
718,-0.09634557,100157
719,0.17350973,100157
720,0.12382092,100157
724,0.095624804,100157
728,-0.8160595,100157
733,0.16470931,100157
735,0.0017330375,100157
736,0.06230558,100157
737,-0.24941616,100157
741,-0.1543647,100157
742,0.06537263,100157
745,0.07401099,100157
746,0.076566905,100157
750,-0.34661937,100157
751,0.14512102,100157
754,0.35118517,100157
756,-0.088495515,100157
757,0.18197006,100157
761,0.0394024,100157
762,0.06520176,100157
763,0.0075757476,100157
766,0.2027115,100157
767,0.011878671,100157
773,-0.19675916,100157
774,-0.091269776,100157
775,0.11272135,100157
778,-0.34831455,100157
780,-0.05219555,100157
783,0.028315173,100157
784,-0.28603452,100157
785,0.007922813,100157
786,0.08435821,100157
788,-0.34199038,100157
789,-0.13002357,100157
790,0.108994745,100157
794,0.10212418,100157
796,-0.016534388,100157
799,0.065901645,100157
800,-0.7763186,100157
801,0.21820052,100157
802,0.1362526,100157
803,0.39150736,100157
805,0.47299942,100157
807,1.2604169,100157
808,0.17222233,100157
810,0.2298824,100157
816,0.057077583,100157
818,-0.10391053,100157
823,0.08680552,100157
829,0.29409984,100157
830,0.14312838,100157
831,0.008798371,100157
832,0.12720428,100157
836,-0.4239371,100157
837,0.015405292,100157
838,0.045309514,100157
841,0.052348092,100157
842,0.07413384,100157
848,0.18450274,100157
849,-0.07422054,100157
850,0.008714593,100157
851,-0.002009816,100157
854,0.052248683,100157
858,-0.34457844,100157
862,-0.024861878,100157
866,0.19319148,100157
891,0.30348745,100157
894,-0.24305546,100157
896,0.0050453357,100157
898,0.047618397,100157
899,0.11335778,100157
901,0.032700885,100157
902,-0.27995867,100157
903,0.04577802,100157
904,-0.10538528,100157
905,0.060279243,100157
906,-0.054610312,100157
907,0.11955575,100157
908,0.022176718,100157
909,0.2905961,100157
910,-0.19892833,100157
911,-0.11946766,100157
912,0.019443749,100157
913,-0.217022,100157
914,0.1345602,100157
916,0.022740355,100157
918,-0.12231381,100157
919,-0.043751914,100157
920,0.1395263,100157
922,0.11824821,100157
923,-0.29770952,100157
924,0.115485504,100157
925,0.1418439,100157
926,-0.08239329,100157
927,-0.010732342,100157
928,-0.26651224,100157
929,-0.04010378,100157
930,0.054941688,100157
931,-0.023760522,100157
933,0.14698751,100157
934,0.12888327,100157
935,0.07342528,100157
936,0.0028565184,100157
938,0.058657214,100157
940,-0.028988907,100157
942,0.0030922499,100157
943,-0.17985713,100157
945,-0.124004215,100157
946,-0.28327948,100157
947,-0.1199604,100157
948,-0.07138375,100157
949,-0.02124865,100157
950,0.051163018,100157
951,0.1813884,100157
953,0.00714365,100157
954,0.009069572,100157
955,0.11697581,100157
965,0.06953639,100157
968,0.059272997,100157
969,-0.033419956,100157
970,0.148886,100157
975,-0.16782403,100157
983,-0.09722216,100157
986,0.105435684,100157
994,-0.42241472,100157
996,-0.0005935296,100157
1007,0.0138888955,100157
1009,0.08051717,100157
1010,0.52512383,100157
1011,1.2686867,100157
1012,0.0974938,100157
1013,0.2408176,100157
1016,0.27231732,100157
1017,-0.055278152,100157
1018,0.4363008,100157
1019,-0.3956825,100157
1020,0.11771347,100157
1021,0.23099242,100157
1022,0.12723362,100157
1023,0.27564776,100157
1024,0.05107527,100157
1025,-0.12367975,100157
1027,-0.20099625,100157
1028,0.06031395,100157
1029,0.15665644,100157
1030,0.2684498,100157
1031,-0.18434411,100157
1032,-0.005707383,100157
1035,0.065681234,100157
1036,-0.07128213,100157
1037,-0.090704136,100157
1041,-0.15178773,100157
1042,-0.07083213,100157
1046,0.35300007,100157
1047,0.0148634985,100157
1049,0.3903165,100157
1051,-0.05128199,100157
1054,0.112385064,100157
1056,0.119717285,100157
1057,0.15226555,100157
1058,0.082304515,100157
1059,-0.09489413,100157
1060,-0.98100764,100157
1061,0.17663035,100157
1067,0.119326994,100157
1068,0.047130436,100157
1073,0.10510168,100157
1076,-0.047702506,100157
1077,-0.07247309,100157
1078,-0.048881978,100157
1079,-0.08751047,100157
1080,0.15447932,100157
1081,0.0976505,100157
1082,0.079365134,100157
1084,0.2289377,100157
1086,0.012169277,100157
1088,-0.03537937,100157
1089,0.14720215,100157
1090,0.03740486,100157
1091,0.049336895,100157
1092,-0.101629674,100157
1093,0.14349993,100157
1094,-0.04039567,100157
1095,-0.26128906,100157
1096,0.2387637,100157
1097,-0.16918832,100157
1100,0.23360468,100157
1101,-0.3458203,100157
1103,-0.052208748,100157
1104,-0.36292464,100157
1111,-0.22031686,100157
1120,-0.05302435,100157
1123,-0.43438008,100157
1124,-0.13456732,100157
1127,0.12939163,100157
1128,-0.1401216,100157
1129,0.121589884,100157
1131,0.26068512,100157
1132,-0.4207062,100157
1135,0.20139423,100157
1136,0.015721513,100157
1147,0.6078109,100157
1148,0.04453615,100157
1150,0.02327915,100157
1151,0.04944144,100157
1156,-0.19510573,100157
1157,-0.06510414,100157
1161,0.08456538,100157
1162,0.08227173,100157
1164,0.12650385,100157
1169,-0.9803242,100157
1171,0.06307213,100157
1172,-0.017815392,100157
1173,0.11792357,100157
1175,-0.2743149,100157
1176,-0.64318347,100157
1178,0.0646175,100157
1179,0.20119666,100157
1183,-0.28511047,100157
1185,0.023041472,100157
1186,0.10148541,100157
1187,-0.026656374,100157
1188,-0.024930887,100157
1189,-0.20919761,100157
1190,-0.083261065,100157
1191,0.13406177,100157
1192,0.08726017,100157
1193,-0.03329076,100157
1194,-0.30092603,100157
1196,-0.08196006,100157
1197,0.004909165,100157
1198,-0.19175532,100157
1199,0.16081606,100157
1200,-0.07790314,100157
1201,0.17312242,100157
1202,-1.3273733,100157
1203,0.082375556,100157
1204,-0.2026894,100157
1206,-0.110537015,100157
1207,-0.06698064,100157
1208,0.07941383,100157
1209,0.035707008,100157
1210,-0.12988646,100157
1211,-0.16291131,100157
1212,0.20722263,100157
1213,0.0018851273,100157
1214,-0.028706301,100157
1215,0.8835813,100157
1217,-0.46913588,100157
1218,0.15743011,100157
1219,-0.18803193,100157
1220,-0.05422716,100157
1221,-0.062322065,100157
1222,0.112032816,100157
1223,0.07962414,100157
1224,0.1724477,100157
1225,-0.11836484,100157
1226,0.25681922,100157
1228,0.23150289,100157
1230,0.016664803,100157
1232,0.1449856,100157
1233,-0.3921622,100157
1234,0.074265406,100157
1235,0.12041172,100157
1237,-0.16380984,100157
1238,0.007409735,100157
1240,-0.5107604,100157
1241,0.43228087,100157
1242,-0.2848546,100157
1244,-0.0898605,100157
1245,-0.006096427,100157
1246,-0.1652904,100157
1247,-0.031882796,100157
1248,0.050839562,100157
1249,0.24816069,100157
1251,-0.080605805,100157
1252,0.04026868,100157
1253,0.029838542,100157
1254,-0.50808823,100157
1255,1.2286325,100157
1256,0.18415685,100157
1257,0.03522837,100157
1258,-0.3617519,100157
1259,-0.18878318,100157
1260,-0.49431586,100157
1261,1.0838896,100157
1262,0.045490503,100157
1263,0.16518477,100157
1265,-0.071308225,100157
1266,0.13565,100157
1267,0.17458458,100157
1268,0.11023765,100157
1269,0.014888175,100157
1270,-0.26237065,100157
1271,-0.47353783,100157
1272,0.15118235,100157
1273,-0.22902764,100157
1274,0.0656335,100157
1275,0.085394055,100157
1276,0.030510811,100157
1278,0.20388232,100157
1279,-0.61527735,100157
1280,-0.03207293,100157
1281,0.018513594,100157
1282,-0.029846402,100157
1283,0.020913407,100157
1284,0.057600316,100157
1285,-0.14080463,100157
1286,-0.048704114,100157
1287,0.050894454,100157
1288,-0.31271902,100157
1289,0.030426145,100157
1291,0.0904887,100157
1292,-0.16360703,100157
1293,0.0014071472,100157
1295,0.39083785,100157
1296,-0.20849444,100157
1297,-0.36816275,100157
1298,0.17180774,100157
1299,-0.22371924,100157
1300,-0.28415176,100157
1301,0.24162455,100157
1302,-0.009627193,100157
1304,0.1126011,100157
1305,0.21261325,100157
1307,-0.2984436,100157
1320,0.068900354,100157
1321,0.09888318,100157
1327,0.019198958,100157
1329,0.06864618,100157
1330,-0.051875956,100157
1332,0.10762474,100157
1333,0.032875374,100157
1334,0.032352198,100157
1337,-0.0062188813,100157
1339,0.14647962,100157
1340,0.17344618,100157
1341,-0.036988642,100157
1342,0.26363117,100157
1343,-0.3249538,100157
1344,-0.05764482,100157
1345,-0.16608901,100157
1347,0.057457153,100157
1348,0.11056161,100157
1350,0.057118714,100157
1354,0.081448786,100157
1356,-0.002364641,100157
1357,-1.3530781,100157
1358,-1.0906357,100157
1360,0.060272526,100157
1361,-0.8517705,100157
1367,0.11328974,100157
1370,0.11609285,100157
1371,-0.04156896,100157
1372,0.020191848,100157
1373,-0.018812776,100157
1374,0.06793564,100157
1375,0.056331396,100157
1376,0.055406068,100157
1377,0.25262722,100157
1378,-0.063656576,100157
1380,-0.09765764,100157
1381,-0.21416906,100157
1387,-0.14842615,100157
1388,0.16221696,100157
1389,-0.059796453,100157
1390,0.05367292,100157
1391,0.075366035,100157
1392,0.016396562,100157
1393,-0.49923968,100157
1394,-0.5987177,100157
1395,0.02903876,100157
1396,0.07893963,100157
1401,-0.34284872,100157
1405,-0.1093668,100157
1407,0.2524026,100157
1408,-0.049055707,100157
1409,0.208866,100157
1411,0.22083049,100157
1414,0.014293413,100157
1416,0.045761053,100157
1419,0.19321533,100157
1422,-0.12415293,100157
1425,0.11703925,100157
1438,0.2269087,100157
1441,-0.27232003,100157
1446,-0.1128993,100157
1449,-1.403102,100157
1457,-0.024723843,100157
1461,-0.0643263,100157
1464,-0.12560782,100157
1465,0.0057001226,100157
1475,-0.12979609,100157
1479,-0.25788033,100157
1482,0.134812,100157
1484,0.14134704,100157
1485,0.050683845,100157
1487,-0.02148979,100157
1488,-0.0075962315,100157
1499,-0.12783264,100157
1500,0.4667675,100157
1502,0.14995492,100157
1503,0.19589062,100157
1509,0.19290128,100157
1513,0.15494697,100157
1517,0.0068713473,100157
1527,-0.09820889,100157
1529,0.39434952,100157
1534,-0.13888884,100157
1537,-0.15649015,100157
1544,0.021139473,100157
1546,0.1760851,100157
1549,0.0010766581,100157
1552,-0.54972714,100157
1554,0.22942713,100157
1556,0.25342128,100157
1562,-0.028774291,100157
1566,0.109592475,100157
1569,0.11886826,100157
1571,0.079399675,100157
1572,0.08974357,100157
1573,0.0782623,100157
1575,-0.10743199,100157
1580,-0.19328511,100157
1584,0.0053713527,100157
1586,0.2392078,100157
1587,0.34626427,100157
1588,0.17633282,100157
1589,0.35774064,100157
1590,-0.16946223,100157
1591,0.17226975,100157
1594,0.07179555,100157
1595,0.19615649,100157
1596,0.42642656,100157
1597,0.15844479,100157
1606,-0.8555881,100157
1608,-0.017040364,100157
1610,0.07951446,100157
1611,0.47450775,100157
1612,0.05706043,100157
1614,0.34286302,100157
1616,0.006569555,100157
1617,-0.24768397,100157
1621,0.17107055,100157
1624,0.11063533,100157
1625,0.064910874,100157
1633,-0.3348728,100157
1635,-0.1093508,100157
1639,-0.041238047,100157
1641,-0.35827726,100157
1642,-0.06754047,100157
1643,-0.08100445,100157
1644,0.004637733,100157
1645,0.06599536,100157
1648,-0.39328715,100157
1649,-0.63249606,100157
1652,-0.70270276,100157
1653,-0.21718486,100157
1663,0.071157806,100157
1665,0.36202025,100157
1672,-0.074789196,100157
1673,-0.20779698,100157
1674,0.06525811,100157
1676,0.0066223643,100157
1678,-0.18536037,100157
1680,0.048489947,100157
1681,0.66857535,100157
1682,-0.20415908,100157
1683,0.17972659,100157
1684,-0.068600595,100157
1687,0.04192185,100157
1688,0.06666363,100157
1690,0.14767036,100157
1693,0.16273168,100157
1694,-0.15561439,100157
1695,0.10555559,100157
1696,0.0038733731,100157
1699,-0.10353965,100157
1701,0.07864168,100157
1704,-0.23599766,100157
1711,-0.060073186,100157
1713,0.02975052,100157
1715,0.005973708,100157
1716,0.049603164,100157
1717,0.02077666,100157
1719,-0.41848975,100157
1721,-0.5226088,100157
1722,0.04816267,100157
1723,0.21347727,100157
1724,-0.016834995,100157
1726,0.2490805,100157
1729,-0.1153286,100157
1732,-0.23756528,100157
1734,0.010907337,100157
1739,0.15159617,100157
1747,-0.114379145,100157
1748,0.15580508,100157
1759,0.07562144,100157
1772,0.42979726,100157
1777,-0.077306196,100157
1779,0.07830286,100157
1784,0.09729136,100157
1785,0.12434889,100157
1788,-0.9268344,100157
1804,-0.31787708,100157
1805,-0.27169898,100157
1806,0.25976872,100157
1810,-0.33001375,100157
1816,0.8331386,100157
1821,-0.14314319,100157
1827,0.048162643,100157
1831,0.055020805,100157
1835,0.054115746,100157
1836,0.94337547,100157
1840,0.3769089,100157
1845,-0.15878277,100157
1851,0.2777779,100157
1855,0.16038531,100157
1859,0.17777774,100157
1866,0.037890643,100157
1867,0.025010629,100157
1870,0.15277785,100157
1875,0.2464158,100157
1876,-0.052951697,100157
1879,0.0011478525,100157
1880,-0.012956413,100157
1882,0.08571937,100157
1883,-0.073620856,100157
1884,1.205878,100157
1885,0.009955446,100157
1886,-0.22831059,100157
1889,0.05203402,100157
1895,0.005422838,100157
1897,0.6769106,100157
1900,0.0004876702,100157
1901,-0.19290115,100157
1904,-0.2594967,100157
1907,-0.09595066,100157
1909,-0.017433494,100157
1911,-0.020695703,100157
1913,-0.30638474,100157
1914,0.0029743686,100157
1916,-0.454481,100157
1917,0.14374177,100157
1918,0.30558813,100157
1920,0.042764843,100157
1921,-0.019092025,100157
1922,0.16557495,100157
1923,-0.28806534,100157
1924,0.17554004,100157
1925,-0.07739938,100157
1927,-0.2844943,100157
1928,-0.11659803,100157
1931,0.11580158,100157
1933,-0.1100324,100157
1934,0.11614398,100157
1935,0.09737316,100157
1938,-0.2604741,100157
1939,0.03188238,100157
1940,-0.06865975,100157
1941,0.07310818,100157
1942,0.116775654,100157
1944,-0.013506341,100157
1945,0.0454268,100157
1946,-0.11351685,100157
1947,0.1119788,100157
1949,0.17572092,100157
1950,-0.053434756,100157
1952,0.25688273,100157
1953,0.012817726,100157
1954,-0.30019248,100157
1955,-0.10074256,100157
1956,-0.1305238,100157
1957,-0.7745169,100157
1958,0.006152799,100157
1959,0.13800289,100157
1960,0.122492194,100157
1961,-0.3387046,100157
1962,-0.048414942,100157
1963,-0.09853071,100157
1965,0.015771907,100157
1966,0.17471819,100157
1967,0.15771402,100157
1968,-0.0641639,100157
1969,0.32207403,100157
1970,-0.096025564,100157
1971,0.10494354,100157
1972,-0.014810888,100157
1973,0.35161993,100157
1974,-0.22570089,100157
1975,0.047872648,100157
1976,-0.06037043,100157
1977,-0.0858302,100157
1978,-0.0025092883,100157
1979,0.02495566,100157
1980,0.13332787,100157
1981,0.14168525,100157
1982,0.116513014,100157
1983,0.073886156,100157
1984,0.04664568,100157
1985,0.09397099,100157
1986,-0.031648465,100157
1987,0.12777774,100157
1991,-0.060209475,100157
1992,0.34587872,100157
1993,0.27370977,100157
1994,-0.05768151,100157
1995,-0.14768045,100157
1996,0.27965966,100157
1997,0.08828636,100157
1998,0.25481072,100157
2000,0.13029541,100157
2001,-0.053028375,100157
2002,0.32868153,100157
2003,0.05962675,100157
2005,-0.13537166,100157
2006,0.042849455,100157
2009,0.037077904,100157
2010,-0.14141779,100157
2011,-0.009922111,100157
2012,0.14243263,100157
2013,0.14939095,100157
2014,0.30854687,100157
2016,0.29176426,100157
2018,0.23693794,100157
2019,-0.062727906,100157
2020,-0.08656871,100157
2021,0.8022902,100157
2022,0.037932847,100157
2023,0.04513441,100157
2024,-0.059572436,100157
2025,-0.67530006,100157
2026,0.8112785,100157
2028,-0.020620465,100157
2029,0.06641059,100157
2031,-0.80826837,100157
2034,0.09127706,100157
2037,0.040261447,100157
2038,1.1661247,100157
2040,0.44517457,100157
2046,0.12991032,100157
2050,1.0833335,100157
2051,0.6726102,100157
2052,0.12089894,100157
2053,0.30796418,100157
2054,-0.031161206,100157
2058,-0.12982596,100157
2059,0.044291332,100157
2060,0.2904843,100157
2064,0.0011425838,100157
2065,-0.1756087,100157
2066,0.17187814,100157
2067,-0.10779346,100157
2068,0.1292711,100157
2070,0.010187313,100157
2071,-0.13690482,100157
2072,0.018719824,100157
2073,-0.10635185,100157
2074,-0.0025344547,100157
2076,0.14861977,100157
2077,0.00042125935,100157
2078,0.07701358,100157
2080,0.12773304,100157
2081,0.08857955,100157
2083,0.028363787,100157
2084,0.06993085,100157
2085,0.08707678,100157
2087,0.09013348,100157
2088,0.015631318,100157
2089,-0.062587924,100157
2090,0.12164858,100157
2091,0.42313895,100157
2094,0.25150326,100157
2095,1.5854894,100157
2096,0.09458396,100157
2097,0.133721,100157
2098,-0.59876555,100157
2100,-0.11901373,100157
2102,-0.015574357,100157
2105,0.8915353,100157
2106,-0.07615729,100157
2107,0.0030460656,100157
2108,-0.23385587,100157
2109,-0.06742876,100157
2111,0.06120616,100157
2114,0.1700637,100157
2115,-0.15490593,100157
2116,0.063081086,100157
2118,-0.09748455,100157
2121,0.20887718,100157
2122,-0.35478657,100157
2123,-0.21960899,100157
2124,0.093483865,100157
2125,0.015826687,100157
2128,0.15348405,100157
2131,0.116366304,100157
2132,0.014325905,100157
2133,0.3408491,100157
2134,0.06248551,100157
2136,-0.04181602,100157
2137,0.044311147,100157
2138,-0.008160867,100157
2139,0.060098145,100157
2140,0.06110276,100157
2141,-0.076710895,100157
2143,0.04874555,100157
2144,0.2434426,100157
2145,0.3329765,100157
2147,0.3116533,100157
2148,-0.2077769,100157
2149,-0.20005086,100157
2150,0.44290712,100157
2151,-0.24726455,100157
2154,0.2953548,100157
2155,0.27958196,100157
2157,0.15312801,100157
2159,-0.3421427,100157
2160,-0.059176832,100157
2161,0.08361194,100157
2163,0.14166197,100157
2165,0.20236894,100157
2167,0.42285928,100157
2171,-0.14343765,100157
2173,0.32697216,100157
2174,-0.04939519,100157
2176,-0.038652435,100157
2178,0.031892978,100157
2181,0.0074726976,100157
2184,-0.8326112,100157
2186,0.044059604,100157
2187,0.14253014,100157
2193,0.18100303,100157
2198,-0.7533526,100157
2203,0.18322712,100157
2204,-0.07231862,100157
2205,0.09793722,100157
2208,0.024033643,100157
2212,0.2159051,100157
2226,-0.5738565,100157
2227,0.16203696,100157
2231,0.020205498,100157
2232,-0.17317113,100157
2238,0.09960714,100157
2239,0.05393351,100157
2243,-0.037923366,100157
2245,0.07332196,100157
2247,0.19834979,100157
2248,-0.26064023,100157
2252,0.2916752,100157
2253,-0.16087091,100157
2259,0.19245617,100157
2261,-0.19160117,100157
2262,0.09297942,100157
2263,-0.24730688,100157
2264,0.29071298,100157
2268,0.022563994,100157
2269,0.24411613,100157
2272,-0.10751893,100157
2273,0.6417491,100157
2282,0.42425025,100157
2284,0.11705229,100157
2285,0.08124541,100157
2287,-0.003999404,100157
2288,-0.005640261,100157
2289,0.1792421,100157
2290,-0.10863956,100157
2291,0.04212676,100157
2294,0.11953357,100157
2296,-0.3752111,100157
2297,0.28134707,100157
2300,-0.14116555,100157
2301,0.12764381,100157
2302,0.012721643,100157
2303,-0.2734629,100157
2304,-0.01869658,100157
2306,-0.65172356,100157
2310,0.024717506,100157
2312,-0.16064805,100157
2313,-0.3433836,100157
2314,0.021571647,100157
2315,0.03979025,100157
2316,0.21819305,100157
2318,-0.11885822,100157
2320,-0.02218364,100157
2321,0.16609493,100157
2323,0.6033952,100157
2324,-0.5298157,100157
2325,-0.019796062,100157
2328,-0.06252591,100157
2329,0.042002186,100157
2330,-1.1421292,100157
2331,-0.16514245,100157
2333,-0.23726775,100157
2337,-0.011625007,100157
2338,-0.04314772,100157
2345,0.10892391,100157
2346,-0.059633363,100157
2348,0.12822923,100157
2349,0.20578225,100157
2351,-0.4614198,100157
2352,0.09786552,100157
2353,0.22245955,100157
2355,0.07537071,100157
2357,-0.15089495,100157
2359,-0.8645677,100157
2360,0.0034237308,100157
2361,0.2940917,100157
2362,0.21181463,100157
2363,-0.08304937,100157
2366,-0.050081264,100157
2367,0.2144336,100157
2368,-0.06731021,100157
2369,0.30369177,100157
2373,0.5384154,100157
2376,0.049144674,100157
2378,-0.023128117,100157
2379,0.10957105,100157
2380,0.047819927,100157
2381,0.01627683,100157
2382,-0.031086361,100157
2383,0.22080426,100157
2388,0.03611111,100157
2390,0.07133493,100157
2392,0.38084784,100157
2393,0.0056197047,100157
2394,0.1179851,100157
2395,0.10460703,100157
2396,0.109204575,100157
2397,0.14814824,100157
2398,0.13184133,100157
2406,0.0009407496,100157
2407,-0.043462325,100157
2408,0.115952335,100157
2409,0.11485809,100157
2410,-0.026568362,100157
2411,-0.05945455,100157
2412,0.05625683,100157
2413,-0.0060777864,100157
2414,-0.026163539,100157
2417,0.2350348,100157
2420,-0.22229223,100157
2421,0.028807577,100157
2422,0.32091883,100157
2423,-0.17794916,100157
2424,0.16655284,100157
2427,-0.23556487,100157
2428,0.2622239,100157
2432,0.31049135,100157
