movieId,n_i,popularity_pct
225,12662,98.75
227,4640,95.94
228,475,82.81
229,2428,93.27
230,7284,97.42
231,32085,99.81
232,6150,96.97
233,3478,94.83
234,3269,94.54
235,16419,99.21
236,12215,98.67
237,6422,97.09
238,834,86.95
239,3178,94.42
240,837,86.97
241,562,84.07
242,1076,88.71
243,439,82.13
244,285,78.16
245,255,77.2
246,10432,98.37
247,7681,97.56
248,3161,94.4
249,4950,96.22
250,892,87.37
251,388,81.03
252,10074,98.29
253,27568,99.71
254,629,84.98
255,1081,88.76
256,9890,98.25
257,3811,95.2
258,1710,91.57
259,1996,92.38
260,54502,99.98
261,10367,98.35
262,4217,95.59
263,395,81.15
264,159,72.66
265,11975,98.63
266,16171,99.19
267,3792,95.19
268,728,86.01
269,600,84.55
270,1315,90.04
271,1257,89.75
272,7871,97.63
273,7424,97.46
274,1181,89.31
275,1564,91.1
276,5459,96.59
277,9140,98.1
278,1157,89.18
279,936,87.77
280,5104,96.34
281,3936,95.34
282,11249,98.51
283,232,76.22
285,86,66.47
286,109,68.9
287,329,79.54
288,23610,99.59
289,3192,94.45
290,4042,95.45
291,656,85.3
292,26246,99.68
293,25804,99.67
294,851,87.04
295,469,82.69
296,67310,100.0
297,266,77.51
298,244,76.73
299,2626,93.63
300,20601,99.44
301,469,82.69
302,1564,91.1
303,6945,97.28
304,724,85.95
305,3429,94.76
306,7252,97.41
307,6676,97.18
308,5170,96.37
309,459,82.49
310,245,76.8
312,1325,90.09
313,1173,89.26
314,4124,95.52
315,11164,98.48
316,31799,99.79
317,16183,99.2
318,63366,99.99
319,7180,97.37
320,319,79.25
321,922,87.65
322,2986,94.22
324,469,82.69
325,1036,88.45
326,1333,90.12
327,7159,97.37
328,2427,93.27
329,26404,99.69
330,1536,90.97
331,559,84.02
332,2085,92.59
333,10962,98.46
334,1638,91.34
335,397,81.2
336,295,78.46
337,17881,99.29
338,4652,95.95
339,23214,99.55
340,1467,90.71
341,400,81.28
342,11690,98.59
343,934,87.74
344,38226,99.88
345,10312,98.35
346,1129,89.05
347,1542,91.0
348,8038,97.72
349,29571,99.76
350,15833,99.16
351,3667,95.03
352,1343,90.17
353,16524,99.22
354,1237,89.64
355,9939,98.27
356,66172,100.0
357,27699,99.72
358,2273,92.97
359,277,77.87
360,2101,92.63
361,4993,96.24
362,7629,97.53
363,643,85.13
364,38991,99.88
365,1825,91.93
366,2628,93.64
367,34384,99.85
368,17062,99.24
369,1120,89.0
370,14261,98.98
371,4313,95.69
372,8010,97.69
373,3527,94.88
374,4965,96.23
375,254,77.16
376,11294,98.52
377,41562,99.9
378,2342,93.13
379,5470,96.6
380,43159,99.91
381,4925,96.19
382,5419,96.54
383,5025,96.26
384,771,86.44
385,128,70.41
386,357,80.3
387,701,85.74
388,551,83.91
389,201,74.8
390,814,86.78
391,427,81.85
392,275,77.82
393,2041,92.48
394,132,70.76
397,92,67.27
405,3554,94.93
407,1800,91.86
408,652,85.25
409,431,81.94
410,18618,99.32
411,113,69.26
412,4521,95.84
413,6105,96.95
414,865,87.15
415,3217,94.49
416,1774,91.78
417,3301,94.58
418,685,85.6
419,4542,95.86
420,14934,99.05
421,1748,91.71
422,1412,90.48
423,2304,93.03
424,742,86.15
425,882,87.28
426,3314,94.6
427,3407,94.73
428,4919,96.18
429,1483,90.77
430,252,77.1
431,8946,98.02
432,12819,98.78
433,1242,89.68
434,24940,99.66
435,13911,98.91
436,1239,89.67
437,1835,91.98
438,1054,88.58
440,19297,99.36
441,8035,97.71
442,18307,99.31
443,587,84.35
444,1299,89.96
445,1893,92.13
446,3752,95.16
447,223,75.86
448,3013,94.24
449,684,85.58
450,2967,94.19
451,636,85.05
452,1204,89.42
453,931,87.72
454,25689,99.67
455,8453,97.86
456,931,87.72
457,49581,99.96
458,1054,88.58
459,1103,88.9
460,913,87.56
461,904,87.5
462,203,74.93
463,410,81.51
464,3149,94.39
465,723,85.94
466,13521,98.87
467,741,86.14
468,7347,97.43
469,1279,89.87
470,463,82.55
471,11268,98.51
472,731,86.06
473,1364,90.28
474,18836,99.34
475,9083,98.08
476,229,76.12
477,4534,95.86
478,277,77.87
479,1230,89.59
480,59715,99.99
481,5360,96.5
482,2716,93.77
483,587,84.35
484,704,85.77
485,13577,98.88
486,602,84.59
487,615,84.78
488,532,83.66
489,3032,94.25
490,3210,94.48
491,5457,96.59
492,3116,94.35
493,3699,95.09
494,12190,98.67
495,653,85.26
496,413,81.57
497,14214,98.97
498,378,80.8
499,404,81.37
500,34392,99.86
501,1897,92.14
502,3642,95.02
503,140,71.34
504,1136,89.08
505,1293,89.94
506,1343,90.17
507,3233,94.5
508,19489,99.38
509,17068,99.25
510,879,87.25
511,1665,91.42
512,1239,89.67
513,572,84.17
514,4681,95.99
515,10661,98.41
516,3431,94.77
517,3450,94.8
518,1222,89.53
519,4812,96.09
520,14439,99.01
521,2185,92.82
522,1264,89.79
523,926,87.68
524,7630,97.54
525,172,73.43
526,130,70.6
527,50054,99.97
528,913,87.56
529,10952,98.46
531,7459,97.48
532,5968,96.87
533,3865,95.27
534,4869,96.14
535,5576,96.67
536,742,86.15
537,3431,94.77
538,5101,96.33
539,28805,99.74
540,4943,96.21
541,30526,99.78
542,3491,94.85
543,12348,98.71
544,2168,92.78
546,5554,96.65
547,807,86.74
548,2843,93.99
549,1450,90.65
550,3373,94.68
551,20509,99.43
552,12901,98.79
553,15157,99.07
554,516,83.44
555,15360,99.1
556,1219,89.51
558,1428,90.57
561,223,75.86
562,6197,96.99
563,342,79.89
564,328,79.52
565,687,85.63
566,150,72.06
567,360,80.38
568,389,81.06
569,1673,91.46
570,220,75.75
571,203,74.93
573,205,75.01
574,1390,90.4
575,2553,93.5
577,616,84.8
580,569,84.15
581,1883,92.11
582,131,70.68
583,251,77.06
585,9713,98.22
586,28348,99.74
587,29488,99.75
588,41842,99.91
589,52244,99.97
590,44208,99.93
592,46054,99.94
593,63299,99.99
594,17766,99.28
595,35138,99.86
596,12782,98.78
597,33900,99.84
598,135,71.0
599,3174,94.42
600,305,78.73
601,113,69.26
602,340,79.83
603,601,84.57
605,3396,94.71
606,1514,90.9
608,43272,99.92
609,2430,93.28
610,7845,97.62
611,1767,91.76
612,1609,91.24
613,2430,93.28
614,163,72.91
615,637,85.07
616,7892,97.64
617,524,83.56
618,360,80.38
619,714,85.88
621,330,79.57
626,631,84.99
627,1833,91.96
628,11169,98.49
630,223,75.86
631,2193,92.84
632,342,79.89
633,336,79.73
634,334,79.67
635,1100,88.88
637,5791,96.8
638,581,84.27
639,1147,89.12
640,3136,94.37
645,302,78.64
647,7893,97.65
648,37127,99.87
649,137,71.13
650,1368,90.29
653,14192,98.96
656,1198,89.38
659,433,81.99
660,120,69.79
661,10228,98.34
662,2792,93.89
663,3327,94.62
664,322,79.34
665,1148,89.13
666,164,72.98
667,1061,88.63
668,761,86.33
670,765,86.37
671,6361,97.06
673,9917,98.26
674,3286,94.57
678,2677,93.72
679,97,67.8
680,1108,88.94
681,334,79.67
685,536,83.72
687,100,68.07
688,2963,94.19
691,1172,89.24
692,920,87.62
694,2759,93.85
695,848,87.03
696,117,69.58
697,1142,89.1
698,148,71.91
700,1245,89.7
701,97,67.8
702,371,80.65
703,357,80.3
704,1784,91.81
705,430,81.91
706,251,77.06
707,4627,95.92
708,15263,99.08
709,2597,93.58
710,1249,89.72
711,2120,92.66
712,181,73.86
713,135,71.0
714,3307,94.59
715,614,84.76
716,301,78.62
717,90,67.02
718,903,87.49
719,7664,97.55
720,8171,97.76
722,353,80.2
724,8538,97.91
725,1563,91.08
726,536,83.72
728,3545,94.91
729,103,68.36
731,854,87.07
732,234,76.32
733,31353,99.79
735,1122,89.01
736,32446,99.82
737,4519,95.83
741,7072,97.32
742,1859,92.03
743,6112,96.96
745,12073,98.64
746,312,79.01
747,1084,88.8
748,5279,96.44
750,23220,99.56
751,156,72.49
753,520,83.51
754,361,80.4
755,152,72.19
756,113,69.26
757,216,75.53
759,376,80.75
760,895,87.41
761,3711,95.1
762,9526,98.18
764,579,84.25
765,4812,96.09
766,1801,91.86
767,304,78.69
769,137,71.13
771,155,72.41
775,138,71.2
778,23589,99.58
779,520,83.51
780,47048,99.95
781,1988,92.35
782,2748,93.82
783,10389,98.36
784,14379,99.0
785,10746,98.43
786,16135,99.19
787,89,66.87
788,18799,99.34
790,105,68.54
791,113,69.26
793,118,69.65
794,102,68.24
795,106,68.63
797,114,69.35
798,3056,94.29
799,6151,96.97
800,7196,97.39
801,1630,91.31
802,12539,98.74
803,587,84.35
804,2236,92.93
805,11684,98.59
806,563,84.09
807,208,75.14
808,820,86.83
809,1387,90.39
810,1882,92.11
813,453,82.4
818,2847,94.0
823,96,67.69
824,401,81.31
827,160,72.72
828,1498,90.83
829,1821,91.91
830,6585,97.14
831,221,75.77
832,14347,98.99
833,1427,90.55
834,203,74.93
835,947,87.85
836,4860,96.12
837,5294,96.46
838,7938,97.67
839,3984,95.4
840,667,85.4
841,459,82.49
842,2014,92.43
844,169,73.27
846,405,81.38
847,114,69.35
848,2062,92.56
849,8026,97.7
850,255,77.2
851,1617,91.27
852,10547,98.4
853,112,69.16
854,210,75.22
858,41355,99.9
860,362,80.43
861,2527,93.46
862,362,80.43
864,85,66.34
865,100,68.07
866,6230,97.0
867,335,79.7
868,87,66.61
869,568,84.14
870,465,82.6
875,524,83.56
876,300,78.6
877,167,73.17
879,2200,92.86
880,5420,96.54
881,1107,88.93
882,820,86.83
885,633,85.01
886,1658,91.39
888,720,85.91
889,119,69.71
891,1988,92.35
892,1370,90.3
893,584,84.31
896,490,83.07
897,885,87.31
898,6583,97.14
899,10219,98.33
900,3033,94.26
901,1546,91.01
902,9499,98.17
903,14094,98.94
904,17449,99.27
905,4184,95.57
906,2057,92.53
907,898,87.45
908,15627,99.14
909,5125,96.35
910,10922,98.45
911,4062,95.46
912,24349,99.62
913,12144,98.65
914,9707,98.22
915,5029,96.27
916,5961,96.86
917,1118,88.98
918,1820,91.91
919,23445,99.58
920,14396,99.0
921,2442,93.31
922,6525,97.12
923,17774,99.29
924,25253,99.66
925,94,67.48
926,4826,96.1
927,880,87.26
928,4652,95.95
929,942,87.82
930,4932,96.2
931,2268,92.96
932,2122,92.67
933,4699,96.0
934,3970,95.38
935,628,84.96
936,1410,90.47
937,493,83.11
938,1724,91.6
939,103,68.36
940,3876,95.28
941,955,87.9
942,2641,93.65
943,1710,91.57
944,1084,88.8
945,2120,92.66
946,1391,90.4
947,1739,91.67
948,1683,91.5
949,2157,92.76
950,3358,94.65
951,3902,95.31
952,2482,93.38
953,14084,98.93
954,5712,96.74
955,4427,95.78
956,363,80.47
957,234,76.32
958,94,67.48
959,393,81.12
960,164,72.98
961,252,77.1
962,105,68.54
963,544,83.83
964,341,79.86
965,3624,95.0
966,124,70.07
967,156,72.49
968,8029,97.71
969,10526,98.39
970,389,81.06
971,2874,94.05
972,117,69.58
973,942,87.82
974,136,71.08
976,437,82.1
980,117,69.58
981,211,75.27
982,588,84.37
984,238,76.49
986,2780,93.88
987,281,78.01
988,532,83.66
990,909,87.53
991,2500,93.4
992,262,77.41
993,239,76.52
994,5299,96.47
996,3276,94.55
997,222,75.81
998,791,86.65
999,3142,94.38
1000,203,74.93
1002,145,71.7
1003,1615,91.26
1004,1569,91.13
1005,2022,92.45
1006,1512,90.89
1007,1808,91.89
1008,788,86.62
1009,2604,93.6
1010,2559,93.51
1011,1543,91.0
1012,3427,94.76
1013,4344,95.71
1014,1602,91.22
1015,3501,94.85
1016,1460,90.69
1017,3254,94.53
1018,1216,89.5
1019,6215,97.0
1020,6597,97.15
1021,3503,94.86
1022,8954,98.03
1023,3234,94.51
1024,1085,88.81
1025,5428,96.55
1026,119,69.71
1027,7695,97.57
1028,14096,98.94
1029,8951,98.03
1030,3234,94.51
1031,4227,95.6
1032,7842,97.61
1033,3982,95.39
1034,1502,90.86
1035,14049,98.93
1036,30399,99.77
1037,7006,97.29
1038,233,76.27
1040,152,72.19
1041,5625,96.7
1042,8327,97.82
1043,1211,89.46
1044,506,83.31
1046,1287,89.92
1047,8522,97.89
1049,5039,96.28
1050,1737,91.66
1051,1352,90.22
1053,212,75.32
1054,785,86.59
1055,330,79.57
1056,723,85.94
1057,3308,94.59
1058,135,71.0
1059,10195,98.32
1060,9846,98.24
1061,8740,97.97
1063,155,72.41
1064,2954,94.17
1066,1415,90.5
1067,142,71.48
1068,333,79.64
1069,764,86.36
1073,28335,99.73
1075,126,70.21
1076,428,81.88
1077,6853,97.26
1078,3590,94.97
1079,19674,99.39
1080,20557,99.44
1081,3925,95.33
1082,1848,92.0
1083,1543,91.0
1084,9533,98.18
1085,1285,89.9
1086,5581,96.68
1087,276,77.84
1088,11013,98.47
1089,27635,99.72
1090,15808,99.16
1091,5148,96.35
1092,10998,98.47
1093,7681,97.56
1094,12348,98.71
1095,6090,96.94
1096,3681,95.06
1097,32685,99.82
1098,135,71.0
1099,2164,92.77
1100,5342,96.48
1101,20338,99.42
1103,5951,96.85
1104,6372,97.07
1105,922,87.65
1107,83,66.09
1111,1764,91.75
1112,386,80.98
1113,1046,88.5
1114,486,83.0
1116,167,73.17
1117,222,75.81
1119,180,73.8
1120,9028,98.06
1121,114,69.35
1123,207,75.1
1124,4636,95.92
1125,5267,96.44
1126,3122,94.36
1127,17508,99.27
1128,1690,91.51
1129,8891,98.01
1130,1944,92.24
1131,3247,94.52
1132,3060,94.31
1133,106,68.63
1135,3969,95.37
1136,33024,99.84
1144,164,72.98
1147,3737,95.14
1148,15022,99.06
1150,1661,91.4
1151,368,80.58
1152,164,72.98
1153,139,71.27
1154,106,68.63
1161,1488,90.79
1162,785,86.59
1163,246,76.85
1164,157,72.55
1167,863,87.14
1168,201,74.8
1169,312,79.01
1170,162,72.85
1171,3326,94.61
1172,9100,98.09
1173,2948,94.16
1174,99,68.0
1175,7059,97.32
1176,1727,91.61
1177,1857,92.03
1178,3568,94.95
1179,6685,97.19
1180,473,82.77
1181,101,68.14
1183,15330,99.1
1184,1038,88.46
1185,5642,96.71
1186,7099,97.35
1187,1189,89.33
1188,7657,97.54
1189,2700,93.74
1190,1537,90.97
1191,1617,91.27
1192,1054,88.58
1193,29932,99.76
1194,2592,93.57
1196,45313,99.94
1197,32586,99.82
1198,43295,99.92
1199,13957,98.92
1200,27206,99.7
1201,14496,99.02
1202,1496,90.82
1203,12934,98.79
1204,12378,98.71
1206,24694,99.65
1207,14769,99.04
1208,23090,99.55
1209,4407,95.76
1210,46839,99.94
1211,3654,95.02
1212,6565,97.13
1213,26406,99.69
1214,30933,99.78
1215,12469,98.72
1216,1738,91.66
1217,4824,96.1
1218,2839,93.99
1219,19649,99.38
1220,19824,99.39
1221,27398,99.71
1222,21926,99.51
1223,7781,97.6
1224,4656,95.97
1225,20545,99.44
1226,2220,92.89
1227,4288,95.66
1228,9711,98.22
1230,15383,99.11
1231,7902,97.66
1232,1663,91.41
1233,13612,98.89
1234,14926,99.05
1235,8066,97.73
1236,942,87.82
1237,4142,95.54
1238,3194,94.45
1240,33429,99.84
1241,2576,93.54
1242,12266,98.68
1243,4178,95.56
1244,8066,97.73
1245,6060,96.93
1246,20538,99.43
1247,17039,99.24
1248,4718,96.02
1249,9227,98.13
1250,12576,98.74
1251,3096,94.33
1252,15310,99.08
1253,6259,97.01
1254,5155,96.36
1255,1963,92.28
1256,5569,96.66
1257,5406,96.52
1258,23410,99.57
1259,20804,99.46
1260,4232,95.61
1261,7788,97.61
1262,10904,98.44
1263,10572,98.4
1264,2649,93.68
1265,32026,99.8
1266,14151,98.95
1267,8988,98.05
1268,3180,94.43
1269,6894,97.28
1270,41426,99.9
1271,8868,98.01
1272,8157,97.75
1273,2645,93.67
1274,8324,97.82
1275,11350,98.53
1276,11353,98.53
1277,4099,95.5
1278,15087,99.07
1279,2377,93.18
1280,3253,94.53
1281,3811,95.2
1282,12139,98.65
1283,4941,96.2
1284,5529,96.63
1285,10991,98.46
1286,2165,92.78
1287,9106,98.09
1288,16054,99.18
1289,2748,93.82
1290,2430,93.28
1291,31280,99.78
1292,6355,97.05
1293,10028,98.28
1295,3385,94.71
1296,6556,97.13
1297,4412,95.77
1298,6138,96.96
1299,7150,97.36
1300,3591,94.97
1301,3834,95.22
1302,12267,98.68
1303,3607,95.0
1304,15558,99.13
1305,2343,93.13
1306,1083,88.78
1307,21888,99.51
1310,372,80.67
1311,148,71.91
1312,330,79.57
1313,107,68.71
1317,322,79.34
1318,171,73.37
1320,13401,98.84
1321,7476,97.49
1322,283,78.08
1323,424,81.78
1324,232,76.22
1325,272,77.73
1326,581,84.27
1327,3021,94.24
1328,266,77.51
1329,348,80.03
1330,921,87.64
1331,397,81.2
1332,733,86.08
1333,11160,98.48
1334,2769,93.86
1335,207,75.1
1336,450,82.33
1337,670,85.43
1339,10022,98.28
1340,2231,92.93
1341,383,80.9
1342,3289,94.57
1343,9141,98.1
1344,4414,95.77
1345,8569,97.92
1346,1708,91.56
1347,7450,97.47
1348,3741,95.14
1349,119,69.71
1350,5420,96.54
1351,396,81.18
1352,772,86.46
1353,2129,92.7
1354,3793,95.19
1355,785,86.59
1356,19324,99.36
1357,8043,97.72
1358,13451,98.85
1359,3463,94.82
1361,1591,91.19
1363,1680,91.49
1364,91,67.15
1365,1139,89.09
1366,1960,92.27
1367,8581,97.93
1369,95,67.59
1370,15579,99.13
1371,9758,98.24
1372,10862,98.44
1373,7427,97.46
1374,15893,99.17
1375,10813,98.44
1376,13098,98.82
1377,12841,98.78
1378,6755,97.22
1379,3010,94.23
1380,15630,99.14
1381,3670,95.04
1382,998,88.17
1383,142,71.48
1384,127,70.32
1385,6053,96.93
1387,22168,99.53
1388,4501,95.82
1389,1965,92.29
1390,1623,91.3
1391,17230,99.25
1392,1728,91.62
1393,22319,99.54
1394,15483,99.12
1395,2269,92.97
1396,12385,98.72
1397,615,84.78
1398,833,86.94
1399,1456,90.67
1401,1483,90.77
1404,645,85.16
1405,8752,97.97
1406,350,80.09
1407,16067,99.18
1408,12419,98.72
1409,5998,96.9
1410,751,86.22
1411,5968,96.87
1412,278,77.91
1413,373,80.7
1414,1648,91.37
1415,271,77.69
1416,5017,96.26
1417,753,86.25
1419,1356,90.24
1421,194,74.5
1422,2820,93.95
1423,186,74.09
1425,2125,92.69
1426,245,76.8
1427,769,86.42
1428,324,79.41
1429,3431,94.77
1430,200,74.76
1431,2931,94.12
1432,1308,90.02
1437,317,79.17
1438,5933,96.84
1439,335,79.7
1440,727,86.0
1441,5970,96.87
1442,710,85.83
1444,135,71.0
1445,1290,89.93
1446,2237,92.93
1447,599,84.53
1449,5957,96.85
1450,284,78.13
1453,1560,91.07
1454,755,86.26
1455,176,73.61
1456,525,83.58
1457,2747,93.82
1458,224,75.9
1459,3555,94.94
1460,786,86.6
1461,2483,93.38
1463,354,80.22
1464,4022,95.43
1465,999,88.18
1466,10585,98.4
1468,1146,89.12
1471,91,67.15
1472,400,81.28
1473,231,76.18
1474,1755,91.73
1475,779,86.53
1476,5779,96.78
1477,352,80.16
1479,7896,97.66
1480,1921,92.19
1482,511,83.39
1483,2641,93.65
1484,1034,88.44
1485,16832,99.23
1486,87,66.61
1487,1608,91.24
1488,3452,94.8
1489,393,81.12
1490,320,79.28
1493,219,75.7
1495,715,85.88
1496,346,79.99
1497,705,85.78
1498,1223,89.54
1499,5781,96.79
1500,14487,99.01
1501,191,74.36
1502,246,76.85
1503,1287,89.92
1504,137,71.13
1507,372,80.67
1508,202,74.86
1509,189,74.22
1511,153,72.25
1513,8252,97.79
1514,132,70.76
1515,3577,94.96
1516,464,82.58
1517,22074,99.52
1518,3056,94.29
1519,120,69.79
1520,144,71.63
1523,351,80.12
1525,335,79.7
1526,777,86.51
1527,27660,99.72
1529,234,76.32
1533,311,78.97
1534,86,66.47
1535,751,86.22
1537,3876,95.28
1538,122,69.93
1539,279,77.95
1541,2118,92.65
1542,2152,92.74
1544,14530,99.02
1545,624,84.9
1546,407,81.44
1547,259,77.32
1549,129,70.5
1550,686,85.62
1551,311,78.97
1552,14110,98.95
1554,1307,90.01
1556,5326,96.47
1562,9144,98.11
1563,216,75.53
1564,270,77.65
1565,244,76.73
1566,5024,96.26
1569,9955,98.27
1570,305,78.73
1571,459,82.49
1572,585,84.33
1573,18460,99.32
1574,116,69.51
1575,151,72.13
1580,35580,99.87
1581,610,84.72
1582,477,82.84
1583,244,76.73
1584,19874,99.4
1585,207,75.1
1586,6692,97.2
1587,6713,97.21
1588,3983,95.4
1589,5044,96.28
1590,6687,97.2
1591,5255,96.43
1592,1375,90.32
1593,1583,91.16
1594,2552,93.5
1595,941,87.8
1596,481,82.92
1597,10362,98.35
1598,893,87.39
1599,519,83.49
1600,671,85.44
1601,637,85.07
1602,424,81.78
1603,3072,94.32
1604,758,86.29
1605,893,87.39
1606,855,87.08
1608,14169,98.96
1609,696,85.69
1610,21349,99.48
1611,2528,93.46
1612,443,82.18
1613,253,77.13
1614,4529,95.85
1615,2405,93.23
1616,3890,95.3
1617,26836,99.69
1619,4702,96.0
1620,4404,95.75
1621,656,85.3
1623,1019,88.32
1624,467,82.64
1625,15373,99.11
1626,747,86.18
1627,2562,93.53
1629,912,87.54
1631,480,82.9
1632,172,73.43
1633,2400,93.23
1635,5570,96.67
1639,13933,98.91
1640,502,83.26
1641,15323,99.09
1642,693,85.67
1643,2624,93.62
1644,7418,97.46
1645,11458,98.55
1646,795,86.68
1647,677,85.49
1648,1560,91.07
1649,1473,90.73
1650,426,81.82
1651,145,71.7
1653,18573,99.32
1654,625,84.92
1655,679,85.51
1656,127,70.32
1657,153,72.25
1658,1804,91.88
1659,92,67.27
1660,1234,89.62
1661,611,84.73
1662,209,75.18
1663,8001,97.69
1665,3208,94.47
1666,138,71.2
1667,1058,88.61
1668,290,78.3
1669,310,78.93
1670,719,85.9
1671,253,77.13
1672,3807,95.2
1673,13491,98.86
1674,11164,98.48
1675,118,69.65
1676,15341,99.1
1677,168,73.22
1678,4495,95.81
1679,180,73.8
1680,6854,97.26
1681,2023,92.46
1682,24372,99.63
1683,1893,92.13
1684,609,84.7
1685,83,66.09
1686,953,87.89
1687,4572,95.89
1688,3676,95.05
1689,1985,92.34
1690,10932,98.45
1692,114,69.35
1693,4765,96.06
1694,3026,94.25
1695,200,74.76
1696,251,77.06
1699,1163,89.21
1701,3058,94.3
1702,3849,95.26
1703,676,85.48
1704,28324,99.73
1707,2697,93.74
1711,4712,96.01
1713,2267,92.95
1715,93,67.38
1717,6872,97.27
1719,3756,95.17
1721,32238,99.81
1722,11907,98.62
1725,142,71.48
1726,1994,92.37
1727,2181,92.81
1728,231,76.18
1729,11557,98.56
1730,1754,91.72
1731,749,86.19
1732,20725,99.45
1733,550,83.9
1734,1854,92.02
1735,2924,94.12
1739,623,84.88
1744,477,82.84
1746,390,81.08
1747,10608,98.41
1748,11759,98.6
1749,94,67.48
1750,353,80.2
1752,1700,91.53
1753,2358,93.15
1754,3738,95.14
1755,633,85.01
1756,476,82.82
1757,449,82.31
1759,371,80.65
1760,2658,93.7
1762,1428,90.57
1767,217,75.59
1769,2702,93.75
1770,205,75.01
1771,352,80.16
1772,2803,93.91
1773,108,68.79
1777,13384,98.84
1779,5972,96.88
1780,135,71.0
1783,1285,89.9
1784,21684,99.5
1785,1280,89.87
1788,683,85.57
1791,497,83.19
1792,4464,95.79
1793,121,69.86
1794,1218,89.5
1797,1859,92.03
1798,303,78.66
1799,2199,92.86
1801,5857,96.82
1804,762,86.34
1805,7494,97.5
1806,1018,88.31
1807,159,72.66
1809,1046,88.5
1810,3916,95.32
1812,217,75.59
1814,236,76.41
1816,713,85.87
1817,87,66.61
1821,1628,91.31
1822,169,73.27
1824,487,83.02
1825,202,74.86
1826,419,81.67
1827,1022,88.35
1829,278,77.91
1831,7463,97.48
1833,2389,93.2
1834,4521,95.84
1835,4823,96.09
1836,1533,90.95
1837,488,83.04
1839,522,83.54
1840,1586,91.17
1841,750,86.21
1844,637,85.07
1845,2417,93.26
1846,306,78.78
1848,1457,90.68
1850,104,68.45
1853,160,72.72
1854,403,81.35
1855,796,86.68
1856,597,84.51
1857,230,76.15
1858,1286,89.91
