movieId,n_i,popularity_pct
3057,52,61.14
3058,61,62.89
3059,19,50.63
3065,40,58.23
3080,8,39.92
3084,21,51.69
3085,34,56.43
3116,43,59.02
3119,70,64.31
3123,35,56.77
3126,66,63.68
3131,18,50.06
3136,39,57.94
3149,57,62.16
3151,18,50.06
3154,48,60.31
3164,10,42.92
3170,8,39.92
3172,47,60.04
3184,42,58.78
3187,29,54.88
3193,6,35.71
3195,6,35.71
3207,70,64.31
3209,11,44.17
3212,19,50.63
3215,64,63.36
3220,13,46.3
3227,11,44.17
3228,24,52.96
3229,24,52.96
3231,18,50.06
3233,12,45.26
3236,23,52.6
3237,8,39.92
3242,56,61.97
3279,20,51.17
3280,23,52.6
3288,26,53.75
3291,24,52.96
3293,28,54.48
3294,47,60.04
3297,6,35.71
3303,79,65.55
3305,44,59.26
3314,35,56.77
3315,14,47.23
3321,10,42.92
3322,68,64.01
3323,81,65.83
3333,80,65.7
3335,60,62.7
3336,17,49.39
3337,13,46.3
3346,30,55.24
3348,21,51.69
3352,27,54.1
3353,35,56.77
3369,12,45.26
3373,41,58.51
3376,6,35.71
3377,37,57.38
3378,55,61.78
3380,32,55.9
3381,6,35.71
3407,20,51.17
3410,51,60.93
3413,40,58.23
3419,50,60.75
3443,60,62.7
3455,17,49.39
3458,20,51.17
3460,6,35.71
3463,68,64.01
3465,80,65.7
3472,62,63.06
3485,22,52.19
3486,59,62.53
3488,69,64.17
3492,79,65.55
3493,35,56.77
3495,59,62.53
3517,21,51.69
3522,43,59.02
3523,46,59.79
3530,45,59.53
3533,67,63.85
3541,10,42.92
3542,16,48.7
3558,11,44.17
3560,37,57.38
3570,40,58.23
3575,47,60.04
3585,77,65.3
3589,26,53.75
3592,55,61.78
3595,55,61.78
3601,34,56.43
3603,18,50.06
3607,13,46.3
3609,70,64.31
3625,71,64.46
3630,44,59.26
3631,33,56.16
3636,53,61.37
3641,71,64.46
3642,45,59.53
3644,64,63.36
3647,7,37.99
3648,82,65.95
3650,27,54.1
3651,26,53.75
3656,21,51.69
3657,29,54.88
3687,51,60.93
3722,61,62.89
3748,29,54.88
3762,12,45.26
3772,31,55.58
3778,25,53.36
3779,8,39.92
3800,43,59.02
3803,35,56.77
3817,74,64.95
3818,39,57.94
3828,6,35.71
3829,41,58.51
3850,40,58.23
3853,51,60.93
3860,66,63.68
3866,29,54.88
3876,54,61.58
3878,60,62.7
3881,66,63.68
3883,59,62.53
3887,27,54.1
3888,57,62.16
3890,7,37.99
3891,28,54.48
3899,55,61.78
3904,8,39.92
3907,20,51.17
3924,78,65.42
3944,76,65.17
3954,48,60.31
3976,62,63.06
3995,29,54.88
4004,21,51.69
4013,39,57.94
4026,59,62.53
4032,81,65.83
4044,57,62.16
4048,64,63.36
4050,43,59.02
4051,65,63.52
4057,15,48.02
4058,23,52.6
4059,22,52.19
4070,33,56.16
4074,82,65.95
4075,6,35.71
4076,34,56.43
4087,59,62.53
4088,37,57.38
4094,79,65.55
4096,43,59.02
4099,54,61.58
4101,40,58.23
4107,44,59.26
4112,37,57.38
4114,46,59.79
4120,47,60.04
4134,18,50.06
4136,68,64.01
4137,80,65.7
4139,74,64.95
4140,79,65.55
4145,20,51.17
4150,24,52.96
4156,59,62.53
4157,64,63.36
4163,37,57.38
4165,78,65.42
4170,14,47.23
4171,31,55.58
4172,22,52.19
4173,50,60.75
4180,69,64.17
4182,61,62.89
4192,78,65.42
4196,60,62.7
4202,21,51.69
4230,17,49.39
4244,65,63.52
4245,82,65.95
4249,79,65.55
4253,51,60.93
4257,15,48.02
4258,22,52.19
4260,43,59.02
4261,53,61.37
4269,18,50.06
4281,58,62.35
4288,63,63.2
4295,49,60.54
4301,77,65.3
4302,62,63.06
4303,60,62.7
4307,54,61.58
4309,9,41.51
4311,16,48.7
4314,57,62.16
4315,24,52.96
4319,63,63.2
4324,66,63.68
4346,31,55.58
4348,32,55.9
4358,32,55.9
4362,35,56.77
4363,61,62.89
4364,7,37.99
4365,16,48.7
4374,19,50.63
4375,63,63.2
4376,71,64.46
4377,32,55.9
4379,26,53.75
4382,40,58.23
4385,17,49.39
4400,65,63.52
4402,61,62.89
4413,45,59.53
4418,68,64.01
4421,30,55.24
4430,75,65.06
4431,47,60.04
4435,49,60.54
4449,26,53.75
4455,10,42.92
4456,17,49.39
4457,9,41.51
4460,30,55.24
4461,32,55.9
4469,66,63.68
4472,77,65.3
4481,72,64.63
4491,58,62.35
4507,48,60.31
4510,63,63.2
4513,67,63.85
4528,54,61.58
4530,55,61.78
4536,53,61.37
4538,51,60.93
4539,42,58.78
4542,46,59.79
4548,56,61.97
4549,38,57.66
4551,41,58.51
4554,18,50.06
4556,52,61.14
4575,69,64.17
4576,66,63.68
4579,66,63.68
4582,77,65.3
4592,69,64.17
4594,60,62.7
4596,38,57.66
4601,61,62.89
4604,16,48.7
4606,54,61.58
4607,82,65.95
4631,53,61.37
4647,29,54.88
4648,14,47.23
4650,58,62.35
4651,59,62.53
4656,40,58.23
4657,82,65.95
4667,47,60.04
4668,43,59.02
4684,58,62.35
4693,35,56.77
4694,53,61.37
4698,52,61.14
4702,56,61.97
4707,56,61.97
4724,31,55.58
4726,13,46.3
4739,39,57.94
4742,8,39.92
4746,64,63.36
4747,21,51.69
4751,77,65.3
4755,64,63.36
4760,22,52.19
4763,57,62.16
4764,54,61.58
4778,53,61.37
4781,75,65.06
4791,71,64.46
4797,58,62.35
4817,51,60.93
4818,48,60.31
4825,42,58.78
4827,72,64.63
4828,82,65.95
4829,76,65.17
4832,57,62.16
4839,59,62.53
4843,10,42.92
4851,47,60.04
4853,80,65.7
4854,80,65.7
4856,73,64.8
4858,49,60.54
4859,30,55.24
4860,48,60.31
4861,49,60.54
4869,66,63.68
4883,35,56.77
4891,11,44.17
4892,50,60.75
4904,6,35.71
4905,14,47.23
4906,6,35.71
4907,73,64.8
4908,63,63.2
4910,19,50.63
4913,42,58.78
4922,66,63.68
4924,45,59.53
4926,62,63.06
4931,33,56.16
4933,47,60.04
4935,40,58.23
4937,57,62.16
4938,38,57.66
4940,38,57.66
4943,67,63.85
4948,28,54.48
4953,82,65.95
4955,61,62.89
4960,68,64.01
4968,63,63.2
4983,57,62.16
4984,58,62.35
4986,80,65.7
4997,79,65.55
5006,61,62.89
5018,41,58.51
5019,18,50.06
5020,22,52.19
5024,68,64.01
5030,32,55.9
5031,34,56.43
5032,32,55.9
5037,50,60.75
5043,34,56.43
5044,77,65.3
5045,63,63.2
5050,17,49.39
5052,29,54.88
5057,65,63.52
5058,77,65.3
5067,12,45.26
5079,67,63.85
5082,23,52.6
5083,75,65.06
5084,48,60.31
5086,68,64.01
5088,79,65.55
5089,25,53.36
5091,32,55.9
5098,54,61.58
5104,50,60.75
5113,80,65.7
5115,35,56.77
5116,58,62.35
5124,45,59.53
5126,75,65.06
5129,34,56.43
5130,34,56.43
5132,11,44.17
5133,28,54.48
5138,10,42.92
5143,74,64.95
5144,26,53.75
5148,42,58.78
5149,19,50.63
5150,35,56.77
5154,20,51.17
5156,28,54.48
5157,68,64.01
5160,52,61.14
5162,66,63.68
5163,53,61.37
5166,21,51.69
5173,52,61.14
5174,77,65.3
5175,45,59.53
5176,16,48.7
5178,37,57.38
5181,81,65.83
5182,62,63.06
5183,43,59.02
5185,56,61.97
5186,54,61.58
5188,44,59.26
5190,50,60.75
5194,19,50.63
5195,47,60.04
5196,51,60.93
5200,52,61.14
5201,36,57.1
5203,55,61.78
5204,39,57.94
5206,53,61.37
5207,41,58.51
5208,78,65.42
5209,53,61.37
5210,55,61.78
5216,52,61.14
5217,65,63.52
5228,65,63.52
5229,27,54.1
5236,68,64.01
5239,47,60.04
5242,40,58.23
5245,60,62.7
5249,74,64.95
5251,75,65.06
5252,18,50.06
5253,21,51.69
5259,31,55.58
5260,16,48.7
5262,48,60.31
5263,56,61.97
5270,22,52.19
5271,10,42.92
5273,30,55.24
5274,39,57.94
5277,42,58.78
5278,54,61.58
5280,34,56.43
5281,23,52.6
5285,56,61.97
5286,43,59.02
5295,66,63.68
5301,80,65.7
5302,51,60.93
5306,61,62.89
5317,40,58.23
5318,41,58.51
5321,80,65.7
5322,41,58.51
5326,16,48.7
5327,56,61.97
5328,66,63.68
5331,70,64.31
5332,79,65.55
5336,41,58.51
5338,20,51.17
5342,45,59.53
5344,78,65.42
5345,42,58.78
5350,52,61.14
5351,75,65.06
5355,79,65.55
5356,71,64.46
5362,76,65.17
5369,74,64.95
5370,41,58.51
5371,12,45.26
5374,55,61.78
5386,45,59.53
5393,30,55.24
5394,55,61.78
5402,10,42.92
5403,14,47.23
5405,19,50.63
5407,34,56.43
5408,45,59.53
5411,34,56.43
5412,81,65.83
5413,62,63.06
5426,69,64.17
5429,55,61.78
5430,25,53.36
5432,53,61.37
5441,30,55.24
5457,73,64.8
5467,48,60.31
5469,57,62.16
5473,67,63.85
5474,59,62.53
5487,30,55.24
5488,64,63.36
5491,39,57.94
5492,32,55.9
5494,44,59.26
5495,71,64.46
5510,37,57.38
5511,30,55.24
5512,56,61.97
5514,20,51.17
5517,68,64.01
5518,37,57.38
5519,46,59.79
5520,28,54.48
5533,7,37.99
5534,34,56.43
5535,24,52.96
5536,16,48.7
5537,35,56.77
5542,51,60.93
5545,31,55.58
5547,15,48.02
5549,46,59.79
5551,35,56.77
5554,21,51.69
5557,69,64.17
5558,17,49.39
5559,55,61.78
5562,25,53.36
5566,7,37.99
5567,43,59.02
5571,14,47.23
5575,71,64.46
5576,21,51.69
5579,20,51.17
5583,57,62.16
5586,17,49.39
5590,39,57.94
5592,44,59.26
5595,45,59.53
5599,69,64.17
5614,82,65.95
5616,6,35.71
5622,48,60.31
5623,11,44.17
5624,36,57.1
5626,19,50.63
5627,34,56.43
5631,21,51.69
5634,31,55.58
5641,65,63.52
5645,63,63.2
5652,50,60.75
5654,14,47.23
5656,44,59.26
5658,44,59.26
5659,53,61.37
5661,25,53.36
5671,23,52.6
5674,26,53.75
5681,46,59.79
5683,13,46.3
5687,52,61.14
5695,36,57.1
5698,15,48.02
5700,61,62.89
5701,51,60.93
5702,10,42.92
5703,76,65.17
5704,12,45.26
5706,55,61.78
5708,34,56.43
5709,45,59.53
5710,71,64.46
5711,17,49.39
5713,13,46.3
5714,43,59.02
5715,66,63.68
5716,22,52.19
5718,67,63.85
5719,29,54.88
5720,32,55.9
5722,74,64.95
5724,32,55.9
5725,45,59.53
5727,20,51.17
5728,50,60.75
5730,66,63.68
5733,71,64.46
5742,71,64.46
5744,27,54.1
5746,59,62.53
5748,17,49.39
5750,18,50.06
5751,17,49.39
5753,47,60.04
5755,72,64.63
5756,46,59.79
5758,13,46.3
5759,40,58.23
5761,63,63.2
5762,56,61.97
5766,17,49.39
5767,76,65.17
5770,71,64.46
5774,44,59.26
5775,35,56.77
5776,27,54.1
5778,37,57.38
5781,64,63.36
5783,79,65.55
5786,35,56.77
5789,48,60.31
5790,33,56.16
5793,19,50.63
5795,41,58.51
5798,48,60.31
5806,42,58.78
5807,22,52.19
5811,8,39.92
5813,55,61.78
5819,48,60.31
5821,74,64.95
5822,62,63.06
5823,20,51.17
5827,40,58.23
5828,29,54.88
5831,11,44.17
5834,48,60.31
5835,20,51.17
5837,21,51.69
5842,74,64.95
5844,16,48.7
5845,53,61.37
5846,66,63.68
5848,50,60.75
5849,12,45.26
5850,26,53.75
5851,29,54.88
5856,38,57.66
5857,52,61.14
5858,58,62.35
5860,25,53.36
5861,22,52.19
5863,67,63.85
5865,25,53.36
5866,31,55.58
5868,82,65.95
5870,25,53.36
5871,6,35.71
5884,69,64.17
5885,72,64.63
5886,13,46.3
5887,46,59.79
5889,39,57.94
5892,33,56.16
5894,26,53.75
5895,12,45.26
5897,11,44.17
5904,7,37.99
5906,28,54.48
5907,52,61.14
5908,39,57.94
5910,33,56.16
5911,56,61.97
5912,42,58.78
5913,50,60.75
5917,45,59.53
5918,55,61.78
5919,81,65.83
5920,18,50.06
5921,20,51.17
5922,26,53.75
5924,75,65.06
5925,49,60.54
5926,69,64.17
5929,40,58.23
5931,42,58.78
5934,6,35.71
5939,40,58.23
5946,50,60.75
5948,26,53.75
5950,7,37.99
5953,61,62.89
5964,47,60.04
5966,73,64.8
5967,11,44.17
5972,50,60.75
5973,16,48.7
5976,16,48.7
5978,45,59.53
5979,55,61.78
5982,30,55.24
5987,66,63.68
5996,46,59.79
5997,32,55.9
6000,33,56.16
6004,15,48.02
6007,13,46.3
6009,49,60.54
6011,49,60.54
6015,28,54.48
6018,14,47.23
6019,49,60.54
6024,61,62.89
6026,20,51.17
6028,25,53.36
6029,48,60.31
6030,67,63.85
6033,69,64.17
6034,19,50.63
6038,64,63.36
6043,23,52.6
6046,25,53.36
6048,20,51.17
6050,60,62.7
6052,18,50.06
6053,42,58.78
6055,51,60.93
6061,20,51.17
6068,32,55.9
6069,15,48.02
6070,66,63.68
6071,18,50.06
6072,61,62.89
6073,40,58.23
6074,16,48.7
6075,36,57.1
6076,55,61.78
6080,26,53.75
6081,31,55.58
6083,49,60.54
6085,8,39.92
6086,39,57.94
6087,49,60.54
6088,37,57.38
6089,30,55.24
6090,45,59.53
6091,56,61.97
6095,24,52.96
6096,49,60.54
6097,14,47.23
6098,12,45.26
6099,70,64.31
6103,27,54.1
6106,9,41.51
6108,32,55.9
6110,19,50.63
6111,44,59.26
6112,15,48.02
6113,30,55.24
6114,80,65.7
6117,17,49.39
6121,77,65.3
6128,76,65.17
6129,42,58.78
6130,38,57.66
6131,41,58.51
6132,73,64.8
6133,33,56.16
6134,74,64.95
6135,67,63.85
6136,27,54.1
6137,23,52.6
6138,18,50.06
6139,55,61.78
6142,19,50.63
6144,70,64.31
6145,26,53.75
6146,16,48.7
6147,57,62.16
6149,18,50.06
6150,20,51.17
6151,35,56.77
6160,74,64.95
6161,43,59.02
6164,17,49.39
6167,12,45.26
6171,10,42.92
6172,32,55.9
6174,47,60.04
6175,11,44.17
6177,71,64.46
6179,56,61.97
6191,26,53.75
6194,41,58.51
6198,70,64.31
6199,10,42.92
6200,73,64.8
6205,43,59.02
6206,51,60.93
6207,49,60.54
6221,58,62.35
6224,12,45.26
6225,73,64.8
6227,18,50.06
6236,59,62.53
6246,23,52.6
6248,50,60.75
6255,65,63.52
6256,29,54.88
6258,70,64.31
6262,31,55.58
6272,49,60.54
6274,21,51.69
6275,18,50.06
6276,44,59.26
6277,36,57.1
6278,20,51.17
6282,8,39.92
6284,39,57.94
6292,20,51.17
6295,75,65.06
6302,33,56.16
6307,39,57.94
6309,21,51.69
6310,28,54.48
6312,78,65.42
6313,77,65.3
6317,17,49.39
6321,58,62.35
6328,42,58.78
6336,29,54.88
6340,8,39.92
6342,48,60.31
6343,17,49.39
6347,79,65.55
6353,26,53.75
6354,49,60.54
6355,49,60.54
6369,24,52.96
6376,77,65.3
6381,9,41.51
6384,41,58.51
6388,42,58.78
6391,50,60.75
6397,13,46.3
6402,21,51.69
6406,61,62.89
6407,72,64.63
6408,63,63.2
6411,29,54.88
6414,58,62.35
6415,36,57.1
6417,41,58.51
6420,10,42.92
6421,34,56.43
6431,40,58.23
6432,75,65.06
6434,49,60.54
6435,32,55.9
6437,78,65.42
6438,42,58.78
6439,40,58.23
6443,25,53.36
6445,52,61.14
6447,39,57.94
6449,50,60.75
6456,25,53.36
6462,62,63.06
6463,48,60.31
6465,33,56.16
6471,48,60.31
6472,32,55.9
6473,73,64.8
6474,43,59.02
6479,39,57.94
6487,50,60.75
6489,6,35.71
6490,16,48.7
6492,39,57.94
6494,13,46.3
6495,58,62.35
6496,7,37.99
6497,58,62.35
6499,36,57.1
6505,69,64.17
6507,12,45.26
6511,34,56.43
6512,48,60.31
6513,66,63.68
6514,9,41.51
6515,61,62.89
6520,51,60.93
6522,67,63.85
6529,15,48.02
6532,32,55.9
6540,37,57.38
6543,21,51.69
6544,79,65.55
6546,31,55.58
6551,56,61.97
6553,17,49.39
6555,32,55.9
6556,24,52.96
6557,61,62.89
6563,76,65.17
6569,47,60.04
6570,35,56.77
6572,69,64.17
6575,64,63.36
6576,59,62.53
6578,58,62.35
6580,12,45.26
6585,47,60.04
6588,60,62.7
6589,6,35.71
6590,12,45.26
6594,9,41.51
6600,52,61.14
6601,82,65.95
6603,50,60.75
6604,34,56.43
6605,34,56.43
6607,17,49.39
6608,10,42.92
6621,12,45.26
6622,14,47.23
6623,42,58.78
6626,40,58.23
6627,17,49.39
6632,16,48.7
6633,10,42.92
6634,11,44.17
6635,62,63.06
6637,36,57.1
6640,15,48.02
6644,79,65.55
6647,37,57.38
6648,52,61.14
6649,69,64.17
6651,58,62.35
6654,15,48.02
6655,27,54.1
6656,40,58.23
6661,10,42.92
6673,37,57.38
6674,8,39.92
6675,8,39.92
6677,8,39.92
6681,53,61.37
6682,72,64.63
6685,48,60.31
6688,39,57.94
6691,12,45.26
6692,79,65.55
6693,6,35.71
6694,11,44.17
6698,9,41.51
6699,80,65.7
6700,66,63.68
6701,77,65.3
6704,45,59.53
6706,30,55.24
6712,10,42.92
6715,17,49.39
6716,35,56.77
6717,46,59.79
6719,41,58.51
6726,16,48.7
6728,40,58.23
6729,49,60.54
6733,23,52.6
6736,59,62.53
6737,26,53.75
6738,11,44.17
6739,28,54.48
6740,68,64.01
6741,66,63.68
6742,26,53.75
6745,57,62.16
6746,69,64.17
6759,45,59.53
6761,79,65.55
6767,6,35.71
6775,82,65.95
6778,18,50.06
6781,81,65.83
6799,17,49.39
6804,66,63.68
6819,34,56.43
6821,55,61.78
6822,49,60.54
6823,43,59.02
6824,42,58.78
6825,68,64.01
6828,76,65.17
6830,30,55.24
6831,11,44.17
6833,12,45.26
6834,46,59.79
6835,36,57.1
6836,23,52.6
6841,66,63.68
6842,42,58.78
6843,24,52.96
6845,28,54.48
6846,25,53.36
6847,9,41.51
6848,81,65.83
6853,31,55.58
6855,41,58.51
6861,31,55.58
6865,17,49.39
6866,28,54.48
6871,76,65.17
6875,74,64.95
6876,51,60.93
6877,27,54.1
6878,12,45.26
6891,18,50.06
6894,31,55.58
6895,66,63.68
6897,45,59.53
6899,71,64.46
6901,16,48.7
6903,44,59.26
6905,43,59.02
6906,53,61.37
6907,20,51.17
6908,26,53.75
6911,43,59.02
6912,30,55.24
6913,23,52.6
6914,26,53.75
6915,10,42.92
6916,21,51.69
6917,17,49.39
6919,22,52.19
6921,60,62.7
6923,70,64.31
6924,56,61.97
6925,50,60.75
6926,45,59.53
6928,60,62.7
6930,22,52.19
6931,27,54.1
6933,7,37.99
6937,21,51.69
6938,38,57.66
6940,52,61.14
6955,20,51.17
6956,22,52.19
6960,14,47.23
6962,15,48.02
6964,61,62.89
6965,57,62.16
6968,37,57.38
6972,24,52.96
7002,74,64.95
7052,37,57.38
7053,46,59.79
7066,73,64.8
7077,46,59.79
7081,64,63.36
7083,65,63.52
7094,71,64.46
7097,42,58.78
7098,9,41.51
7100,23,52.6
7103,73,64.8
7105,8,39.92
7106,36,57.1
7109,60,62.7
7110,27,54.1
7112,46,59.79
7113,23,52.6
7120,24,52.96
7125,69,64.17
7127,64,63.36
7129,20,51.17
7131,53,61.37
7133,57,62.16
7138,20,51.17
7144,6,35.71
7146,17,49.39
7148,71,64.46
7152,77,65.3
7159,16,48.7
7166,17,49.39
7168,59,62.53
7170,40,58.23
7172,70,64.31
7174,59,62.53
7176,60,62.7
7180,29,54.88
7182,37,57.38
7183,54,61.58
7184,35,56.77
7185,72,64.63
7186,51,60.93
7187,29,54.88
7188,46,59.79
7189,80,65.7
7191,79,65.55
7192,45,59.53
7194,61,62.89
7195,63,63.2
7196,41,58.51
7197,49,60.54
7200,39,57.94
7201,70,64.31
7203,49,60.54
7204,44,59.26
7213,43,59.02
7214,23,52.6
7221,63,63.2
7224,57,62.16
7226,57,62.16
7229,67,63.85
7230,47,60.04
7231,32,55.9
7232,46,59.79
7237,63,63.2
7240,41,58.51
7242,12,45.26
7244,60,62.7
7245,16,48.7
7246,14,47.23
7248,42,58.78
7251,49,60.54
7252,70,64.31
7253,62,63.06
7264,33,56.16
7267,42,58.78
7268,22,52.19
7269,28,54.48
7270,54,61.58
7271,11,44.17
7273,16,48.7
7274,42,58.78
7275,61,62.89
7276,43,59.02
7277,13,46.3
7278,34,56.43
7279,18,50.06
7281,61,62.89
7282,29,54.88
7287,49,60.54
7288,38,57.66
7289,50,60.75
7290,27,54.1
7291,21,51.69
7295,35,56.77
7296,6,35.71
7298,11,44.17
7309,46,59.79
7312,53,61.37
7314,70,64.31
7322,10,42.92
7329,24,52.96
7330,20,51.17
7331,51,60.93
7332,35,56.77
7336,51,60.93
7337,23,52.6
7339,12,45.26
7341,61,62.89
7342,47,60.04
7343,37,57.38
7344,13,46.3
7350,7,37.99
7351,40,58.23
7356,14,47.23
7358,45,59.53
7359,71,64.46
7363,6,35.71
7368,43,59.02
7370,15,48.02
7384,70,64.31
7385,56,61.97
7388,69,64.17
7390,35,56.77
7392,40,58.23
7393,35,56.77
7397,22,52.19
7398,28,54.48
7399,45,59.53
7400,14,47.23
7401,17,49.39
7402,69,64.17
7403,35,56.77
7404,9,41.51
7405,81,65.83
7406,65,63.52
7407,37,57.38
7408,49,60.54
7411,30,55.24
7412,11,44.17
7413,23,52.6
7418,49,60.54
7420,60,62.7
7423,8,39.92
7441,7,37.99
7443,17,49.39
7446,25,53.36
7447,6,35.71
7455,33,56.16
7457,60,62.7
7461,30,55.24
7475,61,62.89
7477,46,59.79
7479,48,60.31
7483,12,45.26
7488,47,60.04
7490,50,60.75
7491,55,61.78
7521,32,55.9
7528,9,41.51
7563,41,58.51
7565,25,53.36
