group_id,neighbor_rank,neighbor_group_id,similarity
36,5,36187,0.6013
36,6,16761,0.595
36,7,5329,0.5707
36,8,5396,0.5707
36,9,14046,0.5707
36,10,1772,0.5707
37,1,37,1.0
37,2,19406,1.0
37,3,27013,1.0
37,4,6759,1.0
37,5,2043,1.0
37,6,3227,1.0
37,7,9250,1.0
37,8,4241,1.0
37,9,12360,0.8473
37,10,7900,0.8473
38,1,22150,0.6562
38,2,79810,0.641
38,3,20981,0.6338
38,4,31009,0.6325
38,5,68105,0.6282
38,6,47267,0.6263
38,7,50003,0.6165
38,8,60140,0.6138
38,9,51852,0.6117
38,10,25901,0.6086
39,1,37,1.0
39,2,19406,1.0
39,3,27013,1.0
39,4,6759,1.0
39,5,2043,1.0
39,6,3227,1.0
39,7,9250,1.0
39,8,4241,1.0
39,9,12360,0.8473
39,10,7900,0.8473
40,1,74249,0.8116
40,2,38255,0.6229
40,3,40634,0.6128
40,4,91303,0.6075
40,5,4432,0.6051
40,6,11713,0.594
40,7,67874,0.5928
40,8,63867,0.5857
40,9,58449,0.5748
40,10,75841,0.5744
41,1,4432,0.83
41,2,2580,0.6576
41,3,7380,0.6555
41,4,9360,0.6502
41,5,3207,0.6166
41,6,59610,0.6161
41,7,74249,0.5894
41,8,40634,0.5728
41,9,14845,0.5718
41,10,13721,0.559
42,1,15304,0.5844
42,2,80958,0.5669
42,3,34542,0.5506
42,4,79399,0.544
42,5,43824,0.5194
42,6,26392,0.5159
42,7,27307,0.5154
42,8,16144,0.5094
42,9,14407,0.4772
42,10,37238,0.4727
43,1,23349,0.653
43,2,12361,0.6429
43,3,18880,0.5636
43,4,11101,0.5363
43,5,6215,0.5363
43,6,16246,0.5363
43,7,36539,0.5363
43,8,3720,0.5363
43,9,22494,0.4917
43,10,18823,0.4619
45,1,93864,0.0
45,2,93870,0.0
45,3,93874,0.0
45,4,93876,0.0
45,5,93879,0.0
45,6,93918,0.0
45,7,93921,0.0
45,8,93783,0.0
45,9,93794,0.0
45,10,93797,0.0
48,1,21351,0.8005
48,2,4337,0.8005
48,3,32783,0.7634
48,4,1606,0.7619
48,5,5613,0.7427
48,6,1610,0.7328
48,7,1591,0.7328
48,8,1609,0.7023
48,9,17377,0.7023
48,10,1622,0.7023
50,1,15331,1.0
50,2,2583,1.0
50,3,4032,1.0
50,4,2448,1.0
50,5,15311,0.7676
50,6,14591,0.7676
50,7,21351,0.6452
50,8,4337,0.6452
50,9,5605,0.6433
50,10,5204,0.6433
51,1,34179,0.7305
51,2,22195,0.5811
51,3,10543,0.5724
51,4,56430,0.5661
51,5,14514,0.5163
51,6,41028,0.4998
51,7,62045,0.4829
51,8,37099,0.4642
51,9,67068,0.464
51,10,1598,0.4561
53,1,17380,1.0
53,2,33243,0.9429
53,3,48299,0.9114
53,4,65095,0.8638
53,5,2233,0.8578
53,6,56539,0.8504
53,7,7952,0.8483
53,8,21905,0.8476
53,9,2810,0.8476
53,10,11129,0.8476
54,1,65095,0.9149
54,2,12182,0.9051
54,3,12658,0.9051
54,4,20882,0.9051
54,5,2810,0.8645
54,6,11129,0.8645
54,7,21905,0.8645
54,8,16045,0.8639
54,9,55,0.8455
54,10,41218,0.8432
55,1,9377,0.9411
55,2,65095,0.9241
55,3,11129,0.914
55,4,2810,0.914
55,5,21905,0.914
55,6,16045,0.9057
55,7,41218,0.8804
55,8,7952,0.8506
55,9,54,0.8455
55,10,74772,0.8308
56,1,26016,0.7425
56,2,80355,0.5552
56,3,59,0.5398
56,4,5430,0.5398
56,5,58,0.5398
56,6,12004,0.5009
56,7,68126,0.4769
56,8,71995,0.4635
56,9,25559,0.4474
56,10,33243,0.4457
58,1,58,1.0
58,2,5430,1.0
58,3,68126,0.8834
58,4,33243,0.8257
58,5,65095,0.7564
58,6,26016,0.727
58,7,80355,0.7113
58,8,71995,0.6987
58,9,54,0.6921
58,10,16045,0.6308
59,1,58,1.0
59,2,5430,1.0
59,3,68126,0.8834
59,4,33243,0.8257
59,5,65095,0.7564
59,6,26016,0.727
59,7,80355,0.7113
59,8,71995,0.6987
59,9,54,0.6921
59,10,16045,0.6308
60,1,19233,0.8012
60,2,55,0.7956
60,3,21905,0.7886
60,4,2810,0.7886
60,5,11129,0.7886
60,6,12226,0.7796
60,7,65095,0.7783
60,8,2233,0.7751
60,9,12004,0.7727
60,10,13169,0.7445
64,1,60486,0.9794
64,2,20869,0.6928
64,3,38216,0.6674
64,4,16541,0.6233
64,5,27548,0.5582
64,6,20884,0.4589
64,7,8812,0.3936
64,8,78163,0.3911
64,9,25975,0.2196
64,10,32484,0.2147
66,1,14757,0.8856
66,2,51019,0.8528
66,3,40055,0.8401
66,4,1830,0.8346
66,5,63731,0.7731
66,6,40011,0.6817
66,7,33677,0.5928
66,8,47463,0.5865
66,9,32497,0.5842
66,10,90250,0.5649
67,1,66,0.5552
67,2,14757,0.551
67,3,40055,0.5353
67,4,16554,0.533
67,5,18808,0.53
67,6,26994,0.5216
67,7,47463,0.5202
67,8,63731,0.5191
67,9,1830,0.5014
67,10,33677,0.4988
68,1,18808,0.6994
68,2,90250,0.6403
68,3,3358,0.6315
68,4,10431,0.6315
68,5,23012,0.6315
68,6,6717,0.6315
68,7,57730,0.6197
68,8,32497,0.6191
68,9,32499,0.5972
68,10,65530,0.5901
70,1,4082,1.0
70,2,3204,1.0
70,3,3943,1.0
70,4,70,1.0
70,5,4139,0.8189
70,6,830,0.8189
70,7,10750,0.8087
70,8,10132,0.7996
70,9,10782,0.7916
70,10,3618,0.7904
71,1,4033,0.5344
71,2,3106,0.5036
71,3,6936,0.4371
71,4,12783,0.4371
71,5,12998,0.4371
71,6,9226,0.4371
71,7,10011,0.4371
71,8,24009,0.4242
71,9,18543,0.3984
71,10,23302,0.391
74,1,48422,0.8353
74,2,10769,0.4237
74,3,17165,0.4062
74,4,48766,0.318
74,5,13423,0.3139
74,6,14293,0.2786
74,7,7563,0.269
74,8,5150,0.2485
74,9,444,0.2303
74,10,45961,0.1814
75,1,58512,0.9824
75,2,39379,0.9807
75,3,9835,0.9547
75,4,29102,0.9413
75,5,4707,0.9409
75,6,70026,0.9178
75,7,12654,0.901
75,8,64164,0.8709
75,9,20762,0.8469
75,10,28805,0.8368
77,1,11598,1.0
77,2,4990,1.0
77,3,3626,1.0
77,4,13136,1.0
77,5,20421,1.0
77,6,2886,0.767
77,7,24322,0.68
77,8,3719,0.6643
77,9,44795,0.6195
77,10,12848,0.6099
79,1,80,1.0
79,2,5506,1.0
79,3,3883,1.0
79,4,4027,1.0
79,5,15107,1.0
79,6,12969,1.0
79,7,13524,1.0
79,8,8090,0.8371
79,9,58979,0.8151
79,10,4895,0.7677
80,1,80,1.0
80,2,5506,1.0
80,3,3883,1.0
80,4,4027,1.0
80,5,15107,1.0
80,6,12969,1.0
80,7,13524,1.0
80,8,8090,0.8371
80,9,58979,0.8151
80,10,4895,0.7677
82,1,13573,0.8698
82,2,18952,0.8698
82,3,5849,0.8193
82,4,22300,0.7656
82,5,120,0.7046
82,6,22565,0.6987
82,7,110,0.673
82,8,15190,0.6605
82,9,31879,0.65
82,10,87,0.6395
83,1,29174,0.8232
83,2,5218,0.773
83,3,14576,0.7623
83,4,45655,0.7609
83,5,2891,0.7505
83,6,27801,0.7441
83,7,26632,0.7421
83,8,13998,0.7252
83,9,3585,0.7252
83,10,19814,0.7252
84,1,121,1.0
84,2,122,1.0
84,3,102,1.0
84,4,8585,1.0
84,5,4506,1.0
84,6,2166,1.0
84,7,14177,1.0
84,8,120,0.7907
84,9,14496,0.6898
84,10,24897,0.6889
85,1,85,1.0
85,2,9128,0.9645
85,3,16079,0.9089
85,4,13976,0.9089
85,5,12370,0.8846
85,6,6434,0.8628
85,7,9033,0.8628
85,8,12620,0.8628
85,9,13998,0.8621
85,10,12652,0.8621
87,1,85,1.0
87,2,9128,0.9645
87,3,16079,0.9089
87,4,13976,0.9089
87,5,12370,0.8846
87,6,6434,0.8628
87,7,9033,0.8628
87,8,12620,0.8628
87,9,13998,0.8621
87,10,12652,0.8621
88,1,18021,0.7887
88,2,8452,0.7887
88,3,2878,0.7887
88,4,3311,0.7887
88,5,5218,0.7478
88,6,21273,0.741
88,7,12370,0.7213
88,8,4290,0.7077
88,9,12067,0.6569
88,10,94,0.6465
90,1,6113,0.7241
90,2,8208,0.7237
90,3,17634,0.7227
90,4,6196,0.626
90,5,32862,0.605
90,6,103,0.6
90,7,24461,0.5978
90,8,6728,0.5938
90,9,18650,0.5867
90,10,13892,0.5764
91,1,16663,0.7846
91,2,13888,0.7418
91,3,28183,0.7267
91,4,16451,0.7213
91,5,7873,0.714
91,6,2716,0.7017
91,7,50725,0.7005
91,8,2217,0.6985
91,9,4551,0.6959
91,10,104,0.6853
92,1,759,0.7735
92,2,43789,0.7339
92,3,19842,0.732
92,4,24020,0.7123
92,5,28408,0.7083
92,6,113,0.703
92,7,52305,0.6955
92,8,3303,0.6952
92,9,109,0.6932
92,10,10105,0.6867
93,1,28183,0.8206
93,2,18304,0.7963
93,3,240,0.7789
93,4,2716,0.7551
93,5,34271,0.7447
93,6,16663,0.7427
93,7,36515,0.7398
93,8,2217,0.7381
93,9,16957,0.723
93,10,4551,0.7165
94,1,13138,0.8674
94,2,16167,0.7848
94,3,15435,0.7848
94,4,12652,0.7686
94,5,19814,0.7686
94,6,3585,0.7686
94,7,13998,0.7686
94,8,11307,0.7571
94,9,12370,0.749
94,10,26238,0.714
99,1,22591,1.0
99,2,10444,0.8934
99,3,7764,0.8615
99,4,12620,0.8605
99,5,9033,0.8605
99,6,6434,0.8605
99,7,14754,0.8435
99,8,18250,0.8207
99,9,24897,0.8104
99,10,14496,0.8093
101,1,13973,0.8444
101,2,15435,0.7562
101,3,16167,0.7562
101,4,14754,0.7538
101,5,12620,0.7293
101,6,9033,0.7293
101,7,6434,0.7293
101,8,8819,0.7281
101,9,14696,0.708
101,10,24897,0.6818
102,1,121,1.0
102,2,122,1.0
102,3,102,1.0
102,4,8585,1.0
102,5,4506,1.0
102,6,2166,1.0
102,7,14177,1.0
102,8,120,0.7907
102,9,14496,0.6898
102,10,24897,0.6889
103,1,40948,0.7502
103,2,121,0.6612
103,3,84,0.6612
103,4,122,0.6612
103,5,8585,0.6612
103,6,14177,0.6612
103,7,2166,0.6612
103,8,102,0.6612
103,9,4506,0.6612
103,10,90,0.6
104,1,28183,0.8326
104,2,240,0.8316
104,3,2217,0.7768
104,4,15023,0.7708
104,5,6930,0.7702
104,6,28350,0.7697
104,7,19270,0.769
104,8,13163,0.7642
104,9,50725,0.7633
104,10,2716,0.7592
107,1,14173,0.7303
107,2,15439,0.7303
107,3,2522,0.7303
107,4,758,0.7122
107,5,2822,0.6386
107,6,13438,0.6386
107,7,6913,0.6386
107,8,7764,0.6299
107,9,19814,0.6286
107,10,13998,0.6286
108,1,34057,0.7519
108,2,38169,0.7353
108,3,8565,0.7278
108,4,17464,0.7056
108,5,9851,0.6612
108,6,26238,0.6542
108,7,28350,0.6515
108,8,4801,0.6496
108,9,2823,0.6446
108,10,6196,0.6412
109,1,28408,0.8305
109,2,10758,0.8282
109,3,19842,0.7903
109,4,11669,0.7827
109,5,52305,0.7301
109,6,20327,0.723
109,7,4513,0.7139
109,8,2541,0.7002
109,9,92,0.6932
109,10,124,0.6824
110,1,5849,0.8214
110,2,24897,0.7867
110,3,120,0.7065
110,4,4735,0.7033
110,5,22565,0.6969
110,6,82,0.673
110,7,15190,0.6587
110,8,31879,0.6483
110,9,99,0.6375
110,10,22591,0.6375
113,1,3303,0.7928
113,2,11838,0.79
113,3,2541,0.7619
113,4,35807,0.7346
113,5,32872,0.7328
113,6,10105,0.7199
113,7,11669,0.7132
113,8,92,0.703
113,9,6728,0.6942
113,10,43345,0.6874
114,1,14537,0.8224
114,2,246,0.8203
114,3,13998,0.7826
114,4,19814,0.7826
114,5,3585,0.7826
114,6,12652,0.7826
114,7,13138,0.7476
114,8,83,0.7235
114,9,117,0.7228
114,10,27365,0.7061
115,1,27365,1.0
115,2,45655,0.9006
115,3,12620,0.8855
115,4,6434,0.8855
115,5,9033,0.8855
115,6,15190,0.8394
115,7,14118,0.7855
115,8,6086,0.7778
115,9,13973,0.7647
115,10,87,0.764
117,1,22565,0.851
117,2,31879,0.7723
117,3,114,0.7228
117,4,41985,0.7214
117,5,40983,0.7187
117,6,10482,0.7163
117,7,3369,0.7061
117,8,14576,0.7045
117,9,14537,0.7038
117,10,45655,0.7034
119,1,120,0.8333
119,2,5849,0.7754
119,3,110,0.6369
119,4,82,0.6353
119,5,335,0.5827
119,6,18952,0.5525
119,7,13573,0.5525
119,8,5763,0.5436
119,9,10482,0.5273
119,10,14177,0.5116
120,1,5849,0.86
120,2,119,0.8333
120,3,121,0.7907
120,4,84,0.7907
120,5,122,0.7907
120,6,2166,0.7907
120,7,4506,0.7907
120,8,8585,0.7907
120,9,102,0.7907
120,10,14177,0.7907
121,1,121,1.0
121,2,122,1.0
121,3,102,1.0
121,4,8585,1.0
121,5,4506,1.0
121,6,2166,1.0
121,7,14177,1.0
121,8,120,0.7907
121,9,14496,0.6898
121,10,24897,0.6889
122,1,121,1.0
122,2,122,1.0
122,3,102,1.0
122,4,8585,1.0
122,5,4506,1.0
122,6,2166,1.0
122,7,14177,1.0
122,8,120,0.7907
122,9,14496,0.6898
122,10,24897,0.6889
124,1,10758,0.7414
124,2,28408,0.7328
124,3,758,0.6967
124,4,109,0.6824
124,5,19842,0.6791
124,6,39841,0.6769
124,7,24020,0.6746
124,8,36515,0.6739
124,9,17464,0.6707
124,10,13163,0.6674
125,1,2636,0.6207
125,2,6531,0.5964
125,3,4901,0.5831
125,4,81245,0.5566
125,5,13874,0.547
125,6,14748,0.5171
125,7,53071,0.4933
125,8,58544,0.4733
125,9,29505,0.4632
125,10,82142,0.3966
126,1,22426,0.827
126,2,12845,0.8106
126,3,5190,0.8106
126,4,3719,0.7802
126,5,24322,0.7026
126,6,20751,0.6558
126,7,33372,0.6416
126,8,4938,0.6105
126,9,28568,0.5978
126,10,29756,0.5969
128,1,13843,0.6217
128,2,15922,0.5954
128,3,23207,0.5269
128,4,5821,0.5237
128,5,131,0.5237
128,6,2253,0.5237
128,7,11393,0.3827
128,8,28514,0.3765
128,9,7876,0.3728
128,10,15010,0.3719
131,1,131,1.0
131,2,5821,1.0
131,3,20890,0.6702
131,4,13843,0.6562
131,5,128,0.5237
131,6,16792,0.5095
131,7,23119,0.4525
131,8,15922,0.4278
131,9,7653,0.4053
131,10,957,0.3915
132,1,23151,0.7609
132,2,7718,0.7421
132,3,22309,0.6736
132,4,12485,0.5727
132,5,17758,0.5678
132,6,24931,0.5216
132,7,45580,0.5172
132,8,52482,0.494
132,9,88379,0.4618
132,10,10477,0.4184
134,1,10236,1.0
134,2,5202,1.0
134,3,25720,0.6884
134,4,10891,0.6884
134,5,9433,0.6884
134,6,21844,0.6801
134,7,5975,0.673
134,8,7773,0.6315
134,9,6339,0.6315
134,10,15097,0.6315
135,1,957,0.584
135,2,45678,0.5355
135,3,14151,0.5285
135,4,19058,0.5062
135,5,8028,0.5002
135,6,28103,0.4949
135,7,22834,0.49
135,8,21409,0.4893
135,9,74659,0.4888
135,10,22508,0.4787
136,1,15328,0.7625
136,2,19033,0.7625
136,3,15007,0.7228
136,4,18839,0.7228
136,5,22572,0.6816
136,6,14831,0.6704
136,7,24046,0.6473
136,8,31077,0.6434
136,9,3680,0.6381
136,10,3806,0.6381
137,1,873,0.7705
137,2,48267,0.7545
137,3,36983,0.7342
137,4,875,0.7184
137,5,79996,0.7128
137,6,17630,0.7098
137,7,14190,0.7004
137,8,34378,0.6991
137,9,53054,0.6975
137,10,30960,0.6564
138,1,9305,0.7189
138,2,19432,0.6922
138,3,29253,0.6395
138,4,31413,0.5506
138,5,28020,0.5078
138,6,11845,0.4925
138,7,93862,0.0
138,8,93864,0.0
138,9,93870,0.0
138,10,93874,0.0
139,1,93864,0.0
139,2,93870,0.0
139,3,93874,0.0
139,4,93876,0.0
139,5,93879,0.0
139,6,93918,0.0
139,7,93921,0.0
139,8,93783,0.0
139,9,93794,0.0
139,10,93797,0.0
140,1,93864,0.0
140,2,93870,0.0
140,3,93874,0.0
140,4,93876,0.0
140,5,93879,0.0
140,6,93918,0.0
140,7,93921,0.0
140,8,93783,0.0
140,9,93794,0.0
140,10,93797,0.0
145,1,25261,0.8015
145,2,14288,0.7113
145,3,12291,0.6652
145,4,148,0.6455
145,5,3787,0.6455
145,6,24890,0.6401
145,7,220,0.6068
145,8,19248,0.5154
145,9,15844,0.5061
145,10,5109,0.5045
146,1,3787,0.7202
146,2,148,0.7202
146,3,8776,0.6937
146,4,2943,0.6937
146,5,8156,0.6413
146,6,14288,0.5399
146,7,12291,0.5211
146,8,2563,0.4713
146,9,145,0.4649
146,10,25261,0.4633
148,1,148,1.0
148,2,14288,0.7496
148,3,12291,0.7235
148,4,146,0.7202
148,5,145,0.6455
148,6,25261,0.6433
148,7,2189,0.4906
148,8,28558,0.4564
148,9,93862,0.0
148,10,93864,0.0
