movieId,cov_with_2588,cov_with_100157
445,-0.29547447,0.0
446,-1.8436834,0.10938607
448,0.14625506,0.0
452,-0.18673861,0.15561548
453,0.29645538,0.0
454,0.33333328,0.0010250944
455,0.6255176,0.1731797
456,0.052810576,0.0
457,-0.6571267,0.0898803
459,0.07630704,0.0
460,2.0876231,0.0
461,0.0,0.103736445
463,0.39999992,0.0
464,0.3589498,0.0
465,0.0,0.07434299
466,-0.6381676,-0.023749065
469,0.84857965,0.0
470,-0.0464363,0.0
471,-0.886818,-0.50870717
473,0.06427175,0.0
474,-0.07750231,-1.0125729
475,-0.34578335,0.0
477,0.15023522,0.10015689
480,1.0293826,-0.21034057
481,0.111111104,0.0
482,0.0,0.119916886
483,0.0,0.08068327
484,0.6663115,0.0
485,1.8510469,0.08652698
486,0.0,0.46673107
487,0.12682928,0.0
488,0.0,-0.025584754
489,-0.25621146,0.21350951
490,0.21490131,0.0
491,0.028526068,0.0
492,-0.5508129,-0.110094935
493,0.77777773,-0.107348785
494,0.21285202,0.10040101
495,0.0,-0.013825093
496,0.48224372,-0.2089723
497,0.14903156,0.0
498,0.06569662,0.0
500,0.037910923,-0.2179455
501,-0.112458244,0.23092009
502,-0.09468235,0.35667962
504,0.3568074,0.0
506,0.5810375,0.07713524
507,-0.11111113,0.0
508,0.11111107,0.010277898
509,0.44832444,0.24270898
510,0.4190367,0.0
511,0.11761758,0.0
512,1.9700025,-0.022531606
513,0.085081734,0.0
514,-0.15324359,0.0
515,-0.111111164,-0.026381204
516,0.33333334,0.20262972
517,0.6666667,0.0
518,0.0,0.17903262
519,1.0859138,0.33247307
520,0.0,0.011158052
522,-0.2974684,0.0
523,1.7667389,0.6138109
524,0.9230232,0.14948297
527,0.28734496,-0.3115984
528,0.404162,0.0
529,-0.33333334,0.028398512
531,0.23697318,0.2135378
532,0.18413031,-0.056508757
533,2.755843,0.0
534,0.48223454,-0.0874239
535,0.0,-0.06175277
537,1.4409795,0.0
538,0.09651699,-0.15787762
539,0.22222221,-0.017981559
540,0.0944096,-0.15928255
541,-0.44444442,0.6788535
542,0.045211464,0.107343554
543,0.08788195,0.16969916
544,0.35739532,0.0
546,2.0996728,0.30010894
547,-0.10636097,0.0
548,0.19533351,0.0
549,0.0,-0.2826629
550,0.0,-0.018216565
551,-0.22222225,0.17693435
552,-0.072100304,0.0
553,0.10083347,0.067222364
554,-1.5581394,0.0
555,0.06387803,-0.053231698
556,0.0,-0.105733335
558,1.3644958,0.27497682
562,0.46423,0.13178687
563,0.0,0.3492529
564,-0.11483738,0.0
565,2.4192138,0.5004246
566,-3.0577776,-0.17629637
567,0.0,0.09452154
569,0.018828467,-0.09855884
570,0.0,0.13131309
571,0.10262733,0.03215656
574,-0.46115118,0.1384693
575,0.33839282,0.5538689
577,1.141369,0.0
580,-0.025483284,0.0
581,0.0,0.0021832795
585,-0.054051224,0.036535677
586,0.83111876,-0.17179723
587,0.92631644,-0.18201044
588,0.5508207,-0.17013136
589,0.8900383,0.06651344
590,0.34051156,-0.32413366
591,-0.65555567,0.0
592,-0.039842486,-0.16028903
593,0.011803722,-0.13955197
594,-0.22222228,-0.063504584
595,-0.13944195,0.025647312
596,-0.25005233,0.11808601
597,0.35985732,-0.11895345
598,-0.765432,0.0
599,-1.6587902,-0.29271698
603,0.010538019,0.0
605,0.2222222,0.039147288
606,1.6891787,0.0
608,-1.2041196,-0.34113625
609,0.8316187,0.0
610,1.1835563,-0.30660734
611,1.1539332,0.0
613,0.12386828,0.0
615,0.0,0.0319205
616,1.0197772,-0.058992594
621,0.13080809,0.0
627,-0.1825786,0.0
628,0.45975465,0.21070214
631,1.227238,0.0
632,0.0,0.116146825
633,0.0,-0.08300266
636,0.0,-0.16666658
637,0.053847935,0.14700982
638,-3.713138,0.0
641,1.3833331,0.0
647,0.11111113,0.15261406
648,0.518712,-0.0863553
650,-0.15521435,0.0
653,0.966546,0.3449576
661,1.580107,-0.074611805
662,0.25065655,0.0
663,-0.12047892,-0.08031934
665,0.0,-0.283827
667,-0.34605712,0.0
668,0.75996506,-0.1422106
670,0.0,0.04170297
671,0.43074986,0.0
673,0.74660796,-0.047426987
674,1.3584398,-0.33935222
680,0.58965105,0.016044902
681,0.0,0.022455115
688,-0.033299595,0.0
690,0.0,0.08807583
691,0.31484637,0.0
692,1.2072464,0.0
694,0.33188343,0.0
695,0.27181596,0.0
696,0.0,-0.09021842
697,0.07151197,0.0
700,-0.4196786,-0.18708163
702,0.0,0.07075466
706,-0.37848598,0.0
707,0.642857,0.0
708,-0.13501054,-0.080153845
709,0.9526376,0.079311565
710,0.086202286,0.0
711,3.1279874,0.0
712,-0.16942902,0.0
714,0.0,0.16005608
715,0.37513578,0.0
718,2.0885932,-0.09634557
719,0.34359774,0.17350973
720,0.52070296,0.12382092
724,0.9535408,0.095624804
726,-0.5721393,0.0
728,-0.12242589,-0.8160595
732,0.06481479,0.0
733,-0.23080206,0.16470931
734,0.13841808,0.0
735,0.41146758,0.0017330375
736,0.4345835,0.06230558
737,1.1480231,-0.24941616
741,0.7127992,-0.1543647
742,0.88721526,0.06537263
743,0.4920922,0.0
745,0.44357932,0.07401099
746,0.0,0.076566905
748,1.3169397,0.0
750,-0.31363058,-0.34661937
751,0.63675207,0.14512102
753,0.19615382,0.0
754,0.36011076,0.35118517
755,-0.5043859,0.0
756,0.0,-0.088495515
757,-0.2183641,0.18197006
760,0.4417132,0.0
761,0.3924368,0.0394024
762,0.19675973,0.06520176
763,0.0,0.0075757476
765,-0.01575923,0.0
766,0.0,0.2027115
767,0.0,0.011878671
773,0.0,-0.19675916
774,0.0,-0.091269776
775,0.9118358,0.11272135
778,1.0018724,-0.34831455
779,0.05096156,0.0
780,1.1908652,-0.05219555
781,0.28353456,0.0
782,0.20754483,0.0
783,1.1209692,0.028315173
784,-0.23425359,-0.28603452
785,0.071592554,0.007922813
786,0.45059383,0.08435821
788,0.18107778,-0.34199038
789,0.0,-0.13002357
790,0.0,0.108994745
792,2.0277774,0.0
794,0.0,0.10212418
796,0.0,-0.016534388
799,2.1700537,0.065901645
800,0.012483762,-0.7763186
801,0.48491824,0.21820052
802,0.5555556,0.1362526
803,0.0,0.39150736
804,0.13864037,0.0
805,0.3333333,0.47299942
807,-0.08493588,1.2604169
808,1.0333334,0.17222233
809,-0.12448928,0.0
810,1.3103524,0.2298824
816,0.0,0.057077583
818,-0.2086406,-0.10391053
823,0.0,0.08680552
828,1.19259,0.0
829,3.0979314,0.29409984
830,-0.3634522,0.14312838
831,0.0,0.008798371
832,0.5555555,0.12720428
833,-0.24199949,0.0
836,0.030761302,-0.4239371
837,0.30776983,0.015405292
838,-0.20064875,0.045309514
840,0.39680162,0.0
841,0.0,0.052348092
842,0.86093163,0.07413384
848,0.61162305,0.18450274
849,0.555995,-0.07422054
850,0.0,0.008714593
851,0.49907228,-0.002009816
852,0.103900015,0.0
853,0.5729165,0.0
854,0.0,0.052248683
858,0.06863844,-0.34457844
861,0.18302333,0.0
862,0.0,-0.024861878
866,0.08916527,0.19319148
867,-1.2910446,0.0
875,0.025445297,0.0
879,1.1467801,0.0
880,1.4351168,0.0
881,0.4345077,0.0
882,0.33252025,0.0
884,0.22839502,0.0
885,1.1132172,0.0
886,-0.026739035,0.0
888,1.9091434,0.0
891,0.6049631,0.30348745
892,0.48540154,0.0
894,0.0,-0.24305546
896,-2.1972787,0.0050453357
898,-0.057142086,0.047618397
899,-0.9460808,0.11335778
901,0.0,0.032700885
902,-0.2845211,-0.27995867
903,-0.39510903,0.04577802
904,-0.24288885,-0.10538528
905,0.0,0.060279243
906,-1.6099502,-0.054610312
907,0.0,0.11955575
908,0.25548723,0.022176718
909,-1.5897561,0.2905961
910,-0.9448818,-0.19892833
911,0.0,-0.11946766
912,-0.41944224,0.019443749
913,-0.87519205,-0.217022
914,-0.72583365,0.1345602
916,0.0,0.022740355
917,-0.81574243,0.0
918,-2.1034799,-0.12231381
919,-0.22222228,-0.043751914
920,-1.9635662,0.1395263
922,-0.49537694,0.11824821
923,-0.57970434,-0.29770952
924,0.58505696,0.115485504
925,0.0,0.1418439
926,-0.53059804,-0.08239329
927,0.0,-0.010732342
928,-1.4806714,-0.26651224
929,0.0,-0.04010378
930,0.0,0.054941688
931,0.0,-0.023760522
933,0.0,0.14698751
934,0.0,0.12888327
935,0.0,0.07342528
936,0.0,0.0028565184
938,-0.647235,0.058657214
940,-1.8406003,-0.028988907
942,-1.481131,0.0030922499
943,-1.5317739,-0.17985713
944,-1.9618698,0.0
945,-1.5699689,-0.124004215
946,-1.7295711,-0.28327948
947,0.0,-0.1199604
948,0.41899377,-0.07138375
949,-1.7941587,-0.02124865
950,0.0,0.051163018
951,0.0,0.1813884
952,0.17156859,0.0
953,-0.4444445,0.00714365
954,0.0,0.009069572
955,0.0,0.11697581
965,0.0,0.06953639
968,0.24411504,0.059272997
969,-0.03385273,-0.033419956
970,0.0,0.148886
971,-0.31616783,0.0
973,-0.2441613,0.0
975,0.0,-0.16782403
982,-0.21910423,0.0
983,0.0,-0.09722216
986,0.8953836,0.105435684
990,-0.0775577,0.0
991,0.42616677,0.0
994,-0.65855193,-0.42241472
996,-0.332621,-0.0005935296
997,0.14189184,0.0
999,0.070337355,0.0
1003,0.12012383,0.0
1004,0.20713836,0.0
1005,0.47675565,0.0
1007,0.21874994,0.0138888955
1008,0.55752945,0.0
1009,1.551939,0.08051717
1010,0.8392601,0.52512383
1011,0.6155396,1.2686867
1012,0.1813701,0.0974938
1013,-0.16643642,0.2408176
1014,-0.13441537,0.0
1015,0.9529183,0.0
1016,0.89754546,0.27231732
1017,0.54889715,-0.055278152
1018,0.0,0.4363008
1019,0.52364343,-0.3956825
1020,0.08743873,0.11771347
1021,0.7789512,0.23099242
1022,0.39083716,0.12723362
1023,0.7003453,0.27564776
1024,1.7548385,0.05107527
1025,0.8695345,-0.12367975
1026,-0.92436975,0.0
1027,0.33333337,-0.20099625
1028,0.022299401,0.06031395
1029,1.2556323,0.15665644
1030,0.5555554,0.2684498
1031,0.44444433,-0.18434411
1032,0.46880043,-0.005707383
1033,2.0959315,0.0
1034,-0.17976025,0.0
1035,-0.7970437,0.065681234
1036,0.044102337,-0.07128213
1037,1.5544533,-0.090704136
1040,0.20285085,0.0
1041,-0.5168593,-0.15178773
1042,0.18331929,-0.07083213
1043,0.83649886,0.0
1046,-0.35010362,0.35300007
1047,0.18896186,0.0148634985
1049,0.031620026,0.3903165
1050,-0.15428895,0.0
1051,0.0,-0.05128199
1054,0.0,0.112385064
1056,0.30751503,0.119717285
1057,0.0,0.15226555
1058,0.0,0.082304515
1059,0.4306359,-0.09489413
1060,0.4763863,-0.98100764
1061,0.44444445,0.17663035
1064,1.9088242,0.0
1067,0.0,0.119326994
1068,0.0,0.047130436
1073,0.05598257,0.10510168
1076,-0.8619549,-0.047702506
1077,-0.28926516,-0.07247309
1078,-0.839833,-0.048881978
1079,0.05012535,-0.08751047
1080,0.33962473,0.15447932
1081,0.0,0.0976505
1082,-0.22619048,0.079365134
1084,0.37118417,0.2289377
1085,0.112840466,0.0
1086,-0.014603134,0.012169277
1087,-0.46799505,0.0
1088,-0.7364023,-0.03537937
1089,0.13687956,0.14720215
1090,0.15332949,0.03740486
1091,-0.2587088,0.049336895
1092,0.38622165,-0.101629674
1093,-0.11111105,0.14349993
1094,-0.5555555,-0.04039567
1095,-0.6466885,-0.26128906
1096,-0.04962413,0.2387637
1097,0.41502723,-0.16918832
1099,0.052757252,0.0
1100,0.38634086,0.23360468
1101,0.19528298,-0.3458203
1103,-1.9799193,-0.052208748
1104,-1.6530658,-0.36292464
1105,1.5545009,0.0
1110,0.1551724,0.0
1111,0.0,-0.22031686
1113,-0.39738676,0.0
1120,-1.1906476,-0.05302435
1123,0.0,-0.43438008
1124,0.4583693,-0.13456732
1125,0.43948168,0.0
1126,1.4749626,0.0
1127,0.7834894,0.12939163
1128,2.6725838,-0.1401216
1129,-0.029268032,0.121589884
1130,2.388203,0.0
1131,-1.4349144,0.26068512
1132,-1.5291398,-0.4207062
1135,-0.031242125,0.20139423
1136,-0.13764238,0.015721513
1147,-0.052805252,0.6078109
1148,0.42524272,0.04453615
1150,-0.73650414,0.02327915
1151,0.42934763,0.04944144
1156,0.0,-0.19510573
1157,0.0,-0.06510414
1161,-0.7281586,0.08456538
1162,-2.0063696,0.08227173
1164,0.0,0.12650385
1168,3.3167493,0.0
1169,0.0,-0.9803242
1170,0.31995878,0.0
1171,-0.23872513,0.06307213
1172,-0.6536541,-0.017815392
1173,-1.1713876,0.11792357
1175,1.3541106,-0.2743149
1176,-0.96352047,-0.64318347
1177,-0.76054585,0.0
1178,0.08912561,0.0646175
1179,-0.5459486,0.20119666
1180,0.07540518,0.0
1183,-0.22222227,-0.28511047
1185,-0.45430106,0.023041472
1186,-0.03279817,0.10148541
1187,0.0,-0.026656374
1188,-0.27697963,-0.024930887
1189,-1.4518516,-0.20919761
1190,-0.33355018,-0.083261065
1191,0.0,0.13406177
1192,0.0,0.08726017
1193,-1.1834614,-0.03329076
1194,0.19444437,-0.30092603
1196,0.54588014,-0.08196006
1197,0.60775584,0.004909165
1198,-0.18491745,-0.19175532
1199,-0.1111112,0.16081606
1200,0.55179423,-0.07790314
1201,0.29225296,0.17312242
1202,0.0,-1.3273733
1203,-0.48084298,0.082375556
1204,-0.27929935,-0.2026894
1206,-0.4162752,-0.110537015
1207,-0.54070485,-0.06698064
1208,0.111111104,0.07941383
1209,-1.4524246,0.035707008
1210,0.7461483,-0.12988646
1211,-0.3415891,-0.16291131
1212,0.0,0.20722263
1213,-0.09015318,0.0018851273
1214,0.49651796,-0.028706301
1215,0.38579226,0.8835813
1216,0.7198887,0.0
1217,-0.55092597,-0.46913588
1218,-1.4223315,0.15743011
1219,-0.42307502,-0.18803193
1220,0.39840585,-0.05422716
1221,-0.071367785,-0.062322065
1222,0.1111111,0.112032816
1223,0.5776462,0.07962414
1224,-0.58612543,0.1724477
1225,-0.7285202,-0.11836484
1226,0.0,0.25681922
1227,-0.69986016,0.0
1228,-0.27772617,0.23150289
1230,-0.72360563,0.016664803
1231,-0.34208643,0.0
1232,1.3040688,0.1449856
1233,-0.52511275,-0.3921622
1234,-0.5509625,0.074265406
1235,-0.33336437,0.12041172
1236,-0.014331179,0.0
1237,-0.7523742,-0.16380984
1238,0.0,0.007409735
1240,0.40240505,-0.5107604
1241,1.7031573,0.43228087
1242,0.6496821,-0.2848546
1244,0.7140259,-0.0898605
1245,-0.42032456,-0.006096427
1246,-1.4090466,-0.1652904
1247,-0.69759244,-0.031882796
1248,-1.3616292,0.050839562
1249,0.37224078,0.24816069
1250,0.2966497,0.0
1251,0.92503786,-0.080605805
1252,-0.4168027,0.04026868
1253,0.5539888,0.029838542
1254,-0.72573566,-0.50808823
1255,0.71794856,1.2286325
1256,0.0,0.18415685
1257,0.0,0.03522837
1258,0.32564417,-0.3617519
1259,0.111111075,-0.18878318
1260,0.0,-0.49431586
1261,0.35659575,1.0838896
1262,0.28744802,0.045490503
1263,-0.111111164,0.16518477
1264,0.34654588,0.0
1265,0.5326957,-0.071308225
1266,-0.16278002,0.13565
1267,-0.29049847,0.17458458
1268,-0.082678236,0.11023765
1269,-1.5773376,0.014888175
1270,0.8965484,-0.26237065
1271,1.1587732,-0.47353783
1272,-0.41494003,0.15118235
1273,0.0,-0.22902764
1274,0.9476613,0.0656335
1275,1.1535608,0.085394055
1276,0.13005364,0.030510811
1277,0.5341141,0.0
1278,-0.33333334,0.20388232
1279,0.0,-0.61527735
1280,-0.014892399,-0.03207293
1281,0.0,0.018513594
1282,1.0536973,-0.029846402
1283,-0.6164745,0.020913407
1284,-1.3210647,0.057600316
1285,0.0,-0.14080463
1286,0.378291,-0.048704114
1287,-0.3892672,0.050894454
1288,-0.34407842,-0.31271902
1289,0.0,0.030426145
1291,0.3282715,0.0904887
1292,-0.67584586,-0.16360703
1293,0.49894464,0.0014071472
1295,-0.8808469,0.39083785
1296,0.7921498,-0.20849444
1297,0.44775602,-0.36816275
1298,0.0,0.17180774
1299,0.015011636,-0.22371924
1300,-0.758656,-0.28415176
1301,0.775126,0.24162455
1302,0.10890322,-0.009627193
1303,-0.15996678,0.0
1304,0.14878729,0.1126011
1305,-0.09617298,0.21261325
1306,1.2194521,0.0
1307,-0.28099865,-0.2984436
1320,1.3390603,0.068900354
1321,1.0335071,0.09888318
1322,2.2458773,0.0
1323,4.536163,0.0
1324,2.2011492,0.0
1325,2.0876226,0.0
1326,1.8598679,0.0
1327,1.4053292,0.019198958
1328,1.9805763,0.0
1329,0.45785427,0.06864618
1330,2.2490046,-0.051875956
1331,0.15176308,0.0
1332,1.9790814,0.10762474
1333,0.27640378,0.032875374
1334,0.7362767,0.032352198
1335,4.096618,0.0
1336,2.2725923,0.0
1337,-0.7537313,-0.0062188813
1339,0.26639166,0.14647962
1340,1.0079186,0.17344618
1341,0.5555554,-0.036988642
1342,1.0339516,0.26363117
1343,0.48630702,-0.3249538
1344,0.40250704,-0.05764482
1345,0.29584834,-0.16608901
1346,1.3204526,0.0
1347,1.110738,0.057457153
1348,0.1790965,0.11056161
1349,1.7366946,0.0
1350,0.7593788,0.057118714
1353,0.27399397,0.0
1354,-1.9472712,0.081448786
1355,0.37183294,0.0
1356,0.7792728,-0.002364641
1357,0.22222222,-1.3530781
1358,0.33591053,-1.0906357
1359,1.0649085,0.0
1360,0.0,0.060272526
1361,0.22197783,-0.8517705
1363,1.3988098,0.0
1365,-0.104184955,0.0
1366,0.26938775,0.0
1367,1.2679757,0.11328974
1369,0.9122808,0.0
1370,0.19402182,0.11609285
1371,1.0567282,-0.04156896
1372,1.163989,0.020191848
1373,1.1102284,-0.018812776
1374,0.42509976,0.06793564
1375,1.1279093,0.056331396
1376,0.55914396,0.055406068
1377,0.82583547,0.25262722
1378,0.23784846,-0.063656576
1379,0.1759136,0.0
1380,-0.53564197,-0.09765764
1381,2.0483196,-0.21416906
1382,0.25166997,0.0
1383,1.5868546,0.0
1385,0.28958082,0.0
1387,-0.067108795,-0.14842615
1388,1.2773457,0.16221696
1389,1.9605598,-0.059796453
1390,-0.0861573,0.05367292
1391,1.3640212,0.075366035
1392,0.0,0.016396562
1393,-0.62385935,-0.49923968
1394,-0.2951731,-0.5987177
1395,0.22822092,0.02903876
1396,0.046023466,0.07893963
1397,-0.18509479,0.0
1399,0.40287322,0.0
1401,0.48572704,-0.34284872
1404,0.20542647,0.0
1405,0.6885664,-0.1093668
1407,1.1460963,0.2524026
1408,-0.24025013,-0.049055707
1409,0.5632989,0.208866
1410,1.3555261,0.0
1411,0.19666006,0.22083049
1414,0.0,0.014293413
1416,0.7764933,0.045761053
1419,0.0,0.19321533
1422,0.3137706,-0.12415293
1425,0.262196,0.11703925
1426,3.1673467,0.0
1427,-0.52557427,0.0
1428,0.95679027,0.0
1429,-0.26683173,0.0
1431,-0.3573296,0.0
1433,1.1716418,0.0
